Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-AUO97_RS19670	1	6	3	1	0	0	host	gene-AUO97_RS19670	1.1535070491317745	0	1
gene-AUO97_RS04340	7964	6612	2773	3059	1820	1406	host	rpsN	0.625178622580972	0	1
gene-AUO97_RS07545	185	153	52	60	35	20	host	gene-AUO97_RS07545	0.7365511504942361	0	1
gene-AUO97_RS06900	153	113	48	66	20	12	host	gene-AUO97_RS06900	0.7303688040137802	0	1
gene-M172_gp16	173470	186316	271505	354087	160806	124836	phage	gene-M172_gp16	0.36612452590613803	0	0
gene-AUO97_RS05045	119	71	34	41	32	15	host	gene-AUO97_RS05045	0.6598517555106549	0	1
gene-AUO97_RS06105	133	92	25	31	10	7	host	gene-AUO97_RS06105	0.9403400707581718	0	1
gene-M172_gp37	16187	18470	123299	195693	533773	440721	phage	gene-M172_gp37	0.9021160001071722	0	0
gene-AUO97_RS12865	0	0	0	0	0	0	host	gene-AUO97_RS12865	0.0	0	1
gene-AUO97_RS16330	16	22	4	3	5	1	host	gene-AUO97_RS16330	0.9081204844634833	0	1
gene-AUO97_RS07865	82	66	42	38	29	26	host	gene-AUO97_RS07865	0.4290195051148107	0	1
gene-AUO97_RS06745	40	39	16	14	8	4	host	gene-AUO97_RS06745	0.7050027599018048	0	1
gene-AUO97_RS17055	61	65	28	26	6	8	host	gene-AUO97_RS17055	0.717958158617738	0	1
gene-AUO97_RS02530	4293	3204	1429	1672	876	593	host	gltA	0.6541019008041009	0	1
gene-AUO97_RS03805	0	2	0	0	0	0	host	gene-AUO97_RS03805	2.2360679774997902	0	1
gene-AUO97_RS05125	0	0	0	0	0	0	host	gene-AUO97_RS05125	0.0	0	1
gene-AUO97_RS16740	9	11	4	3	4	4	host	gene-AUO97_RS16740	0.5182387756347729	0	1
gene-AUO97_RS15415	2335	2124	863	1085	582	377	host	cmk	0.6062319677879482	0	1
gene-AUO97_RS11235	160	147	42	50	23	19	host	bioA	0.7845182364242875	0	1
gene-AUO97_RS12305	79	57	19	14	19	6	host	ureG	0.8154762989923751	0	1
gene-AUO97_RS17160	2	2	0	1	2	0	host	gene-AUO97_RS17160	0.769309258162072	0	1
gene-AUO97_RS17460	264	199	52	55	19	25	host	cydP	0.9199806615682767	0	1
gene-AUO97_RS17845	104	78	31	33	9	14	host	gene-AUO97_RS17845	0.7708803893433812	0	1
gene-AUO97_RS07460	68	39	22	34	11	5	host	gene-AUO97_RS07460	0.6965340187042263	0	1
gene-AUO97_RS16230	282	188	69	74	45	23	host	aroC	0.8072259005055589	0	1
gene-AUO97_RS09360	18	17	6	1	3	1	host	crcB	0.9335178501558212	0	1
gene-AUO97_RS11430	219	175	69	84	46	27	host	gene-AUO97_RS11430	0.6748954518795797	0	1
gene-AUO97_RS15585	0	0	0	0	0	0	host	gene-AUO97_RS15585	0.0	0	1
gene-AUO97_RS09520	465	412	144	183	72	60	host	gene-AUO97_RS09520	0.7136229272103789	0	1
gene-AUO97_RS04695	180	140	34	39	8	14	host	gene-AUO97_RS04695	0.955982909962272	0	1
gene-AUO97_RS04850	7	1	0	2	2	1	host	pilV	1.046266962210419	0	1
gene-AUO97_RS13395	10601	8478	3853	4797	1833	1453	host	gene-AUO97_RS13395	0.6477312521041331	0	1
gene-AUO97_RS05840	51	44	20	28	17	8	host	alc	0.5396679503163399	0	1
gene-AUO97_RS06400	19	22	9	14	4	8	host	gene-AUO97_RS06400	0.4986130347762215	0	1
gene-AUO97_RS14500	8	14	7	6	4	5	host	gene-AUO97_RS14500	0.44303610658222564	0	1
gene-AUO97_RS00935	0	0	0	0	1	0	host	gene-AUO97_RS00935	2.23606797749979	0	1
gene-AUO97_RS12965	1412	1390	956	1276	432	375	host	csrA	0.4416238582890212	0	1
gene-AUO97_RS13095	0	0	0	0	0	0	host	gene-AUO97_RS13095	0.0	0	1
gene-AUO97_RS00915	0	0	0	0	0	0	host	gene-AUO97_RS00915	0.0	0	1
gene-AUO97_RS10115	417	273	141	220	127	105	host	holA	0.5033342366107658	0	1
gene-AUO97_RS09915	139	112	37	38	9	12	host	iscX	0.8597802923817817	0	1
gene-AUO97_RS03135	294	211	67	89	35	31	host	gene-AUO97_RS03135	0.8076855070484902	0	1
gene-AUO97_RS10860	402	407	257	293	66	32	host	gene-AUO97_RS10860	0.607843531745694	0	1
gene-AUO97_RS07900	447	379	133	154	69	50	host	gshA	0.7416504082440558	0	1
gene-AUO97_RS11525	8270	6798	3145	3973	2599	1799	host	rpsL	0.5251889310040182	0	1
gene-AUO97_RS07390	404	311	119	134	53	40	host	tyrS	0.7616582675474388	0	1
gene-AUO97_RS09290	862	619	228	235	120	81	host	lnt	0.7973561378718956	0	1
gene-AUO97_RS11535	35101	29567	13256	16174	10204	7380	host	fusA	0.5476077307315329	0	1
gene-AUO97_RS15265	72	61	13	22	11	7	host	gene-AUO97_RS15265	0.8289339299874424	0	1
gene-AUO97_RS15380	25	26	4	8	2	6	host	gspJ	0.8314632193321376	0	1
gene-AUO97_RS15430	777	618	344	396	187	135	host	gene-AUO97_RS15430	0.5531530837493018	0	1
gene-AUO97_RS14030	49	51	21	13	19	4	host	tssK	0.6766298129471651	0	1
gene-AUO97_RS12260	4007	2985	514	573	151	95	host	gene-AUO97_RS12260	1.102478436045435	0	1
gene-AUO97_RS16380	59	48	37	41	19	15	host	gene-AUO97_RS16380	0.4225903434310449	0	1
gene-AUO97_RS04865	345	256	83	84	37	33	host	gmk	0.8467846351044211	0	1
gene-AUO97_RS10155	119	106	27	47	20	11	host	gene-AUO97_RS10155	0.7680249077687312	0	1
gene-AUO97_RS15230	312	239	91	114	49	33	host	gene-AUO97_RS15230	0.728947986157666	0	1
gene-AUO97_RS11695	153	118	28	47	22	23	host	gene-AUO97_RS11695	0.7889227597711141	0	1
gene-AUO97_RS09675	3952	3030	1252	1518	808	598	host	rpmB	0.6560660479077707	0	1
gene-AUO97_RS00100	68	49	17	15	11	8	host	gene-AUO97_RS00100	0.8012532700220876	0	1
gene-AUO97_RS09720	390	284	63	85	58	29	host	gene-AUO97_RS09720	0.8955253626309901	0	1
gene-AUO97_RS03540	0	0	0	0	0	1	host	gene-AUO97_RS03540	2.2360679774997902	0	1
gene-AUO97_RS14835	689	559	167	217	96	96	host	dnaE	0.7668966569598151	0	1
gene-AUO97_RS17720	1000	853	210	233	104	93	host	lpxD	0.8840856939669589	0	1
gene-AUO97_RS16190	150	135	46	68	9	6	host	gene-AUO97_RS16190	0.8158961211032211	0	1
gene-AUO97_RS14335	14	6	2	1	0	1	host	phnX	1.2162099599438687	0	1
gene-AUO97_RS18950	8319	6111	2781	3368	2170	1430	host	ppsA	0.5988570182703729	0	1
gene-AUO97_RS10925	129	90	27	35	19	13	host	gene-AUO97_RS10925	0.8169235987629712	0	1
gene-AUO97_RS09065	109	83	45	41	15	9	host	coaE	0.7062223834049419	0	1
gene-AUO97_RS12135	267	194	86	97	40	22	host	gene-AUO97_RS12135	0.7338805627404172	0	1
gene-AUO97_RS15975	11	17	1	7	2	2	host	gene-AUO97_RS15975	0.8689073598491381	0	1
gene-AUO97_RS00740	150	101	36	55	12	18	host	folE	0.7908709969075655	0	1
gene-AUO97_RS16915	1	2	1	3	0	1	host	gene-AUO97_RS16915	0.7071067811865476	0	1
gene-AUO97_RS01400	31	29	2	8	4	2	host	rarD	0.9814766420511325	0	1
gene-AUO97_RS08450	0	0	0	0	0	0	host	gene-AUO97_RS08450	0.0	0	1
gene-AUO97_RS01710	0	0	0	1	0	0	host	gene-AUO97_RS01710	2.2360679774997902	0	1
gene-AUO97_RS05660	32	13	11	11	5	5	host	gene-AUO97_RS05660	0.7090718802451271	0	1
gene-AUO97_RS11895	12	12	4	3	2	1	host	gene-AUO97_RS11895	0.8065476000471817	0	1
gene-AUO97_RS18650	55	48	10	19	12	1	host	gene-AUO97_RS18650	0.832885333402449	0	1
gene-AUO97_RS01220	102	102	36	56	15	14	host	gene-AUO97_RS01220	0.6765103636969274	0	1
gene-AUO97_RS08430	0	0	0	0	0	0	host	gene-AUO97_RS08430	0.0	0	1
gene-AUO97_RS04150	211	154	58	78	35	27	host	gene-AUO97_RS04150	0.7123975001066326	0	1
gene-AUO97_RS18025	26	16	15	26	3	6	host	gene-AUO97_RS18025	0.5755740128205968	0	1
gene-AUO97_RS10405	43	27	10	14	6	3	host	nreB	0.8067604819628049	0	1
gene-AUO97_RS09885	114	100	43	60	16	19	host	gene-AUO97_RS09885	0.6382126141883211	0	1
gene-AUO97_RS11455	558	463	138	203	81	65	host	gene-AUO97_RS11455	0.7579920787849165	0	1
gene-AUO97_RS14475	44	49	13	5	4	3	host	umuD	0.9814422841900629	0	1
gene-AUO97_RS10460	2298	1931	733	920	321	273	host	gene-AUO97_RS10460	0.7157719330298483	0	1
gene-AUO97_RS17455	30	19	8	10	4	3	host	gene-AUO97_RS17455	0.7673010576528858	0	1
gene-AUO97_RS01155	5871	4410	2261	2479	1533	1100	host	gene-AUO97_RS01155	0.5685432828973953	0	1
gene-AUO97_RS13610	20	17	9	7	0	3	host	gene-AUO97_RS13610	0.7643190913940249	0	1
gene-AUO97_RS01165	0	0	0	0	0	0	host	gene-AUO97_RS01165	0.0	0	1
gene-AUO97_RS13000	3	7	4	2	2	2	host	gene-AUO97_RS13000	0.5385164807134504	0	1
gene-AUO97_RS19595	0	0	0	0	0	0	host	gene-AUO97_RS19595	0.0	0	1
gene-AUO97_RS17780	514	454	287	331	116	96	host	adeN	0.5207518986878096	0	1
gene-AUO97_RS11510	740	571	246	260	174	101	host	hemJ	0.6548826952496972	0	1
gene-AUO97_RS16165	451	320	116	169	43	41	host	gene-AUO97_RS16165	0.7887364979243036	0	1
gene-AUO97_RS02620	1054	777	318	502	170	167	host	lolA	0.6540443520110981	0	1
gene-AUO97_RS02745	137	95	61	70	30	33	host	gene-AUO97_RS02745	0.5193472981362908	0	1
gene-AUO97_RS04160	387	304	84	112	48	38	host	gene-AUO97_RS04160	0.8263442543920108	0	1
gene-AUO97_RS19540	96	84	40	40	16	16	host	gene-AUO97_RS19540	0.6373912396784571	0	1
gene-AUO97_RS09980	32	21	9	9	4	3	host	gene-AUO97_RS09980	0.7932158101670779	0	1
gene-AUO97_RS17370	552	372	98	103	47	41	host	gene-AUO97_RS17370	0.9513820523550764	0	1
gene-AUO97_RS18125	0	0	0	0	0	0	host	gene-AUO97_RS18125	0.0	0	1
gene-AUO97_RS18085	9	7	2	9	3	3	host	gene-AUO97_RS18085	0.5326786615529377	0	1
gene-AUO97_RS19590	11	1	0	1	0	0	host	gene-AUO97_RS19590	1.8349016064425483	0	1
gene-AUO97_RS10970	1594	1251	407	421	309	186	host	nuoE	0.7625105836200979	0	1
gene-AUO97_RS04825	4	6	2	4	0	0	host	gene-AUO97_RS04825	0.8291561975888501	0	1
gene-AUO97_RS03625	151	134	42	48	19	10	host	gene-AUO97_RS03625	0.8153301530693369	0	1
gene-AUO97_RS05615	212	189	48	63	44	19	host	gene-AUO97_RS05615	0.7870117684186747	0	1
gene-AUO97_RS13490	18	20	4	9	4	6	host	gene-AUO97_RS13490	0.6385030194803426	0	1
gene-AUO97_RS09550	285	201	67	82	61	44	host	truA	0.7193658436057947	0	1
gene-AUO97_RS07640	15	4	6	6	0	2	host	gene-AUO97_RS07640	0.864034995720197	0	1
gene-AUO97_RS11445	40	23	5	12	7	0	host	gene-AUO97_RS11445	0.9276225263154104	0	1
gene-AUO97_RS06905	0	0	0	0	0	0	host	gene-AUO97_RS06905	0.0	0	1
gene-AUO97_RS05325	0	6	0	0	1	0	host	gene-AUO97_RS05325	1.8789923482808433	0	1
gene-AUO97_RS09245	766	619	224	232	111	73	host	gene-AUO97_RS09245	0.7727688209697701	0	1
gene-AUO97_RS16730	68	46	13	16	18	7	host	gene-AUO97_RS16730	0.7761868244144303	0	1
gene-AUO97_RS09110	2297	1899	654	778	478	333	host	nusA	0.6957182121029077	0	1
gene-AUO97_RS11370	1058	870	516	621	318	233	host	gene-AUO97_RS11370	0.4810665707783082	0	1
gene-AUO97_RS08830	24631	18922	7628	9088	5975	4361	host	tuf	0.6296358206081141	0	1
gene-AUO97_RS14085	18	22	18	17	0	0	host	gene-AUO97_RS14085	0.7181457605064123	0	1
gene-AUO97_RS02320	382	263	89	124	60	37	host	gene-AUO97_RS02320	0.7752432943991285	0	1
gene-AUO97_RS09185	1009	934	376	484	212	173	host	ubiE	0.6180543688830497	0	1
gene-AUO97_RS09410	27	23	6	6	4	2	host	gene-AUO97_RS09410	0.8670237042931573	0	1
gene-AUO97_RS14440	165	125	101	95	21	22	host	gene-AUO97_RS14440	0.5922739935707548	0	1
gene-AUO97_RS04355	8185	6171	2388	2643	1602	1113	host	rplN	0.7022615537460113	0	1
gene-AUO97_RS07075	22	11	4	8	9	0	host	ssuC	0.7590333900710813	0	1
gene-AUO97_RS09740	306	218	78	105	49	54	host	lgt	0.7042622864275309	0	1
gene-AUO97_RS16130	601	442	166	225	78	46	host	gene-AUO97_RS16130	0.7676229274382655	0	1
gene-AUO97_RS10075	1807	1418	547	615	321	179	host	gene-AUO97_RS10075	0.7277319161828703	0	1
gene-AUO97_RS16845	9	11	1	3	6	1	host	gene-AUO97_RS16845	0.7447352503622706	0	1
gene-AUO97_RS17710	1313	1128	581	736	405	279	host	lpxA	0.5020559953795283	0	1
gene-AUO97_RS15475	0	0	0	0	0	0	host	gene-AUO97_RS15475	0.0	0	1
gene-AUO97_RS09435	2971	2293	742	907	606	399	host	gene-AUO97_RS09435	0.7278259652602956	0	1
gene-AUO97_RS13385	19	15	16	8	11	3	host	gene-AUO97_RS13385	0.44617717789469474	0	1
gene-AUO97_RS13975	986	810	472	613	341	280	host	gene-AUO97_RS13975	0.42976875079294463	0	1
gene-AUO97_RS07220	227	181	62	43	39	28	host	purE	0.8037664014263293	0	1
gene-AUO97_RS15510	0	0	0	0	0	0	host	gene-AUO97_RS15510	0.0	0	1
gene-AUO97_RS14900	21	19	7	8	1	2	host	gene-AUO97_RS14900	0.800564604568545	0	1
gene-AUO97_RS09420	110	79	34	55	14	12	host	gene-AUO97_RS09420	0.6959083523733905	0	1
gene-AUO97_RS15455	530	438	115	124	69	52	host	zapE	0.8550172448790136	0	1
gene-AUO97_RS11575	2511	1829	505	643	349	265	host	gene-AUO97_RS11575	0.8329068927038069	0	1
gene-AUO97_RS18200	0	0	0	0	0	0	host	gene-AUO97_RS18200	0.0	0	1
gene-AUO97_RS15555	0	0	0	0	0	0	host	gene-AUO97_RS15555	0.0	0	1
gene-AUO97_RS05150	4083	3131	1599	1883	833	622	host	ompR	0.6064237538733522	0	1
gene-AUO97_RS03440	114	92	40	60	21	22	host	znuD	0.5990457733946668	0	1
gene-AUO97_RS01950	461	360	149	166	108	73	host	gene-AUO97_RS01950	0.6437232960320957	0	1
gene-AUO97_RS18005	45	25	12	12	7	4	host	gene-AUO97_RS18005	0.7964205637009345	0	1
gene-AUO97_RS15785	270	182	55	64	40	19	host	gene-AUO97_RS15785	0.8602764589304253	0	1
gene-AUO97_RS09870	710	631	154	180	112	70	host	gene-AUO97_RS09870	0.8353701522608671	0	1
gene-AUO97_RS12175	704	542	213	252	132	102	host	oxyR	0.6846856338248647	0	1
gene-AUO97_RS18965	20158	16439	9393	11214	7494	5441	host	cyoB	0.43677836971525	0	1
gene-AUO97_RS14620	0	0	0	0	0	0	host	gene-AUO97_RS14620	0.0	0	1
gene-M172_gp34	15674	18978	138186	190205	218167	173694	phage	gene-M172_gp34	0.6380375108705562	0	0
gene-AUO97_RS03410	6675	6320	1515	1911	1024	792	host	gene-AUO97_RS03410	0.8135682816754354	0	1
gene-AUO97_RS14315	2	3	0	2	1	0	host	gene-AUO97_RS14315	0.82915619758885	0	1
gene-AUO97_RS04330	14508	12139	5049	5893	3849	2656	host	rplF	0.5979977603093861	0	1
gene-AUO97_RS01090	996	700	227	234	196	102	host	purB	0.7935869192196711	0	1
gene-AUO97_RS03000	1029	908	378	509	145	126	host	gene-AUO97_RS03000	0.6741920217590567	0	1
gene-AUO97_RS13770	23	36	20	13	8	9	host	gene-AUO97_RS13770	0.5312394015340706	0	1
gene-AUO97_RS09875	2563	1938	636	710	418	359	host	gene-AUO97_RS09875	0.7600170272632244	0	1
gene-AUO97_RS01505	328	261	81	91	49	36	host	lepB	0.792709854889246	0	1
gene-AUO97_RS14700	211	143	53	48	21	27	host	gene-AUO97_RS14700	0.8305024727692436	0	1
gene-AUO97_RS03185	49	49	20	18	11	16	host	gene-AUO97_RS03185	0.5771111872451001	0	1
gene-AUO97_RS10885	0	2	0	0	0	1	host	gene-AUO97_RS10885	1.5275252316519468	0	1
gene-AUO97_RS12345	33	17	10	17	4	5	host	gene-AUO97_RS12345	0.6831828289101571	0	1
gene-AUO97_RS15155	1436	995	442	464	282	218	host	tkt	0.6804338239217403	0	1
gene-AUO97_RS13680	70	35	18	14	6	6	host	gene-AUO97_RS13680	0.9029527308062907	0	1
gene-AUO97_RS13075	0	0	0	0	0	0	host	gene-AUO97_RS13075	0.0	0	1
gene-AUO97_RS16415	1001	704	216	215	136	103	host	gene-AUO97_RS16415	0.8501711608670829	0	1
gene-AUO97_RS18505	280	241	50	54	25	7	host	gene-AUO97_RS18505	0.9908395229213086	0	1
gene-AUO97_RS02040	2514	1824	594	710	462	292	host	gyrA	0.7644760693836877	0	1
gene-AUO97_RS19655	0	0	0	0	0	0	host	gene-AUO97_RS19655	0.0	0	1
gene-AUO97_RS15935	172	113	60	59	34	16	host	gene-AUO97_RS15935	0.6929054710495774	0	1
gene-AUO97_RS07510	463	337	182	210	74	37	host	dapB	0.6752917179740839	0	1
gene-AUO97_RS00855	29	12	1	8	2	0	host	basA	1.1570468428070249	0	1
gene-AUO97_RS02970	609	487	241	281	87	66	host	gene-AUO97_RS02970	0.6694555349224837	0	1
gene-AUO97_RS10545	453	337	87	88	62	38	host	gigB	0.8917958703445268	0	1
gene-AUO97_RS01350	21	14	5	7	3	0	host	gene-AUO97_RS01350	0.8532291603080616	0	1
gene-AUO97_RS03010	1210	1053	411	528	173	144	host	gene-AUO97_RS03010	0.6986412208884802	0	1
gene-AUO97_RS04830	26	19	9	13	5	1	host	gene-AUO97_RS04830	0.691611263636402	0	1
gene-AUO97_RS08060	0	0	0	0	0	0	host	gene-AUO97_RS08060	0.0	0	1
gene-AUO97_RS13755	7	6	1	1	0	0	host	gene-AUO97_RS13755	1.1489125293076057	0	1
gene-AUO97_RS05565	948	645	266	237	122	81	host	gene-AUO97_RS05565	0.8129658811257312	0	1
gene-AUO97_RS15620	4	1	4	2	2	3	host	gene-AUO97_RS15620	0.41457809879442503	0	1
gene-AUO97_RS04025	109	73	35	53	16	16	host	gene-AUO97_RS04025	0.6566985725724023	0	1
gene-AUO97_RS07125	26	24	11	9	2	6	host	gene-AUO97_RS07125	0.6880209161537815	0	1
gene-AUO97_RS01130	224	181	55	45	22	21	host	gene-AUO97_RS01130	0.8811582572164601	0	1
gene-AUO97_RS04520	505	378	124	145	62	65	host	gene-AUO97_RS04520	0.7890339445302633	0	1
gene-AUO97_RS10025	64	42	22	24	14	9	host	gene-AUO97_RS10025	0.6403315467755109	0	1
gene-AUO97_RS11435	184630	132024	105186	136868	91947	73845	host	rnpB	0.2974356710309148	0	1
gene-AUO97_RS16775	7	10	5	7	4	5	host	gene-AUO97_RS16775	0.3113726201631377	0	1
gene-AUO97_RS01730	0	0	0	0	0	0	host	gene-AUO97_RS01730	0.0	0	1
gene-AUO97_RS15070	27	28	15	12	4	5	host	gene-AUO97_RS15070	0.6271443109178143	0	1
gene-AUO97_RS16085	16	13	15	15	5	4	host	gene-AUO97_RS16085	0.4342595017715705	0	1
gene-AUO97_RS14790	9	9	1	0	0	0	host	arsB	1.3073412998288654	0	1
gene-AUO97_RS15570	1	3	1	2	2	1	host	gene-AUO97_RS15570	0.447213595499958	0	1
gene-AUO97_RS08865	12961	11147	5728	7461	4188	3356	host	rplL	0.4711878731548668	0	1
gene-AUO97_RS19170	0	0	0	0	0	0	host	gene-AUO97_RS19170	0.0	0	1
gene-AUO97_RS16510	13	7	10	7	7	7	host	gene-AUO97_RS16510	0.26956327617387293	0	1
gene-AUO97_RS06185	20	20	12	17	7	2	host	gene-AUO97_RS06185	0.5179233301724143	0	1
gene-AUO97_RS08070	0	0	0	0	0	0	host	gene-AUO97_RS08070	0.0	0	1
gene-AUO97_RS09925	998	692	249	250	153	88	host	rlmN	0.8104208749869675	0	1
gene-AUO97_RS17795	145	112	40	32	17	16	host	ispF	0.8258883164497064	0	1
gene-AUO97_RS06550	50	52	25	41	11	12	host	gene-AUO97_RS06550	0.5279657577363029	0	1
gene-AUO97_RS14240	40	38	9	15	7	3	host	gene-AUO97_RS14240	0.793789670389031	0	1
gene-AUO97_RS01715	0	0	0	0	0	0	host	gene-AUO97_RS01715	0.0	0	1
gene-AUO97_RS15880	995	753	255	254	167	98	host	gene-AUO97_RS15880	0.7914262306799237	0	1
gene-AUO97_RS11265	105	85	42	28	12	5	host	gene-AUO97_RS11265	0.7997265885797362	0	1
gene-AUO97_RS01245	48	44	10	15	5	4	host	gene-AUO97_RS01245	0.8606629658238705	0	1
gene-AUO97_RS14680	100	67	23	25	8	3	host	gene-AUO97_RS14680	0.9198858578026876	0	1
gene-AUO97_RS09335	372	301	173	195	115	80	host	gene-AUO97_RS09335	0.49325420837458744	0	1
gene-AUO97_RS00090	638	403	234	326	79	85	host	gene-AUO97_RS00090	0.657926995104941	0	1
gene-AUO97_RS00505	325	262	73	75	36	32	host	mltB	0.8631933812253498	0	1
gene-AUO97_RS08495	690	561	107	132	78	42	host	gene-AUO97_RS08495	0.9568346668895222	0	1
gene-AUO97_RS17390	369	282	84	85	53	47	host	gene-AUO97_RS17390	0.8159446031828006	0	1
gene-AUO97_RS19280	0	0	0	1	0	1	host	gene-AUO97_RS19280	1.4142135623730951	0	1
gene-AUO97_RS06690	230	239	119	146	94	59	host	gene-AUO97_RS06690	0.45112877273405244	0	1
gene-AUO97_RS03065	55	47	9	18	11	3	host	pilG	0.8322853533987765	0	1
gene-AUO97_RS09945	956	648	187	235	132	92	host	hisS	0.8476001852725576	0	1
gene-AUO97_RS16980	37	30	14	9	4	1	host	gene-AUO97_RS16980	0.8390074600416494	0	1
gene-AUO97_RS06640	7	6	5	1	1	0	host	gene-AUO97_RS06640	0.824621125123532	0	1
gene-AUO97_RS18895	29	19	5	8	4	0	host	gene-AUO97_RS18895	0.9252538433079933	0	1
gene-AUO97_RS13215	0	0	1	0	0	0	host	gene-AUO97_RS13215	2.2360679774997902	0	1
gene-AUO97_RS04875	1017	713	198	222	101	96	host	gene-AUO97_RS04875	0.8932331213351047	0	1
gene-AUO97_RS14555	6	12	4	9	2	1	host	epsC	0.6809315825170721	0	1
gene-AUO97_RS15605	0	0	0	0	0	0	host	gene-AUO97_RS15605	0.0	0	1
gene-AUO97_RS08560	402	296	105	82	63	54	host	ribD	0.7978541026022034	0	1
gene-AUO97_RS08860	16543	13587	7501	9093	5891	4258	host	rplJ	0.4537032998228493	0	1
gene-AUO97_RS00520	2	7	4	4	0	0	host	gene-AUO97_RS00520	0.8744746321952062	0	1
gene-AUO97_RS13510	92	75	28	30	12	7	host	gene-AUO97_RS13510	0.7804122423044927	0	1
gene-AUO97_RS01365	138	110	31	46	14	9	host	gene-AUO97_RS01365	0.8421256347015464	0	1
gene-AUO97_RS08930	287	216	74	58	31	36	host	gene-AUO97_RS08930	0.8402481756096154	0	1
gene-AUO97_RS15790	75	56	29	22	28	23	host	gene-AUO97_RS15790	0.5097187673916963	0	1
gene-AUO97_RS13045	16	13	7	7	3	2	host	gene-AUO97_RS13045	0.6291528696058958	0	1
gene-AUO97_RS09330	240	168	72	88	61	32	host	hemH	0.6490519052799713	0	1
gene-AUO97_RS08155	0	0	0	0	0	0	host	gene-AUO97_RS08155	0.0	0	1
gene-AUO97_RS12360	368	295	264	278	153	109	host	gene-AUO97_RS12360	0.35826252074159276	0	1
gene-AUO97_RS17825	311	242	134	155	29	21	host	gene-AUO97_RS17825	0.7051418008310767	0	1
gene-AUO97_RS02540	169	126	46	48	26	14	host	gene-AUO97_RS02540	0.7881856204508703	0	1
gene-AUO97_RS14630	12	14	4	4	2	2	host	mdcA	0.7608859102526822	0	1
gene-AUO97_RS15700	0	0	0	0	0	0	host	gene-AUO97_RS15700	0.0	0	1
gene-AUO97_RS10445	347	228	86	106	39	41	host	pheS	0.7901923382124715	0	1
gene-AUO97_RS16275	51	45	12	15	5	7	host	gene-AUO97_RS16275	0.817805957646519	0	1
gene-AUO97_RS01250	514	472	153	206	128	76	host	gene-AUO97_RS01250	0.6616807056631089	0	1
gene-M172_gp48	583	671	4345	6574	39913	32535	phage	gene-M172_gp48	1.128920196589274	0	0
gene-AUO97_RS18545	67	61	16	25	6	5	host	gene-AUO97_RS18545	0.8335555259338245	0	1
gene-AUO97_RS05505	23	22	14	12	2	6	host	gene-AUO97_RS05505	0.5824160541937894	0	1
gene-AUO97_RS05910	0	0	0	0	0	0	host	gene-AUO97_RS05910	0.0	0	1
gene-AUO97_RS00300	28	25	12	6	11	0	host	gene-AUO97_RS00300	0.7251740852350491	0	1
gene-AUO97_RS07590	738	527	250	280	160	128	host	gene-AUO97_RS07590	0.6245895268716853	0	1
gene-AUO97_RS10040	30	36	2	6	2	4	host	gene-AUO97_RS10040	1.0559356040971437	0	1
gene-AUO97_RS14205	756	453	135	126	100	41	host	gene-AUO97_RS14205	0.9495058239721644	0	1
gene-AUO97_RS07800	456	387	141	137	66	56	host	serB	0.7538488744369598	0	1
gene-AUO97_RS10485	200	151	52	61	27	19	host	tilS	0.7887034021206731	0	1
gene-AUO97_RS15140	13	7	8	5	1	4	host	gene-AUO97_RS15140	0.5884389414473131	0	1
gene-AUO97_RS01110	281	212	119	134	67	64	host	pstB	0.533014527966765	0	1
gene-AUO97_RS05215	29	25	6	9	9	8	host	gene-AUO97_RS05215	0.6339075893227446	0	1
gene-AUO97_RS02915	36	25	4	7	7	4	host	gene-AUO97_RS02915	0.8867502619111902	0	1
gene-AUO97_RS14885	572	404	130	150	77	54	host	purT	0.8246016087683746	0	1
gene-AUO97_RS13450	10	11	8	5	2	0	host	gene-AUO97_RS13450	0.6735753140545634	0	1
gene-AUO97_RS01025	677	459	193	251	148	104	host	gloA	0.6585729794145272	0	1
gene-AUO97_RS00030	2437	1866	1406	1644	747	530	host	gene-AUO97_RS00030	0.4511616316492209	0	1
gene-AUO97_RS07855	205	150	48	89	39	26	host	phoR	0.6986426072549649	0	1
gene-AUO97_RS12270	15	20	3	10	4	3	host	gene-AUO97_RS12270	0.7109532653097147	0	1
gene-AUO97_RS13135	0	0	0	0	0	0	host	gene-AUO97_RS13135	0.0	0	1
gene-AUO97_RS18415	6	11	5	3	1	1	host	aceI	0.7671227843410362	0	1
gene-AUO97_RS18955	335	242	85	75	35	41	host	gene-AUO97_RS18955	0.8326928907944812	0	1
gene-AUO97_RS05485	1890	1374	582	680	329	262	host	ssb	0.6893954943008577	0	1
gene-AUO97_RS12795	0	1	0	0	0	0	host	gene-AUO97_RS12795	2.2360679774997902	0	1
gene-AUO97_RS00075	37	27	5	6	2	2	host	gene-AUO97_RS00075	1.0408265853504668	0	1
gene-AUO97_RS03485	157	105	29	26	29	11	host	gene-AUO97_RS03485	0.8922744844608609	0	1
gene-AUO97_RS03575	80	44	41	38	13	9	host	gene-AUO97_RS03575	0.6228726758900012	0	1
gene-AUO97_RS05570	249	180	55	65	20	25	host	gene-AUO97_RS05570	0.8637200424147152	0	1
gene-AUO97_RS06225	183	192	57	47	24	24	host	gene-AUO97_RS06225	0.8140594381555994	0	1
