Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	relative changes	negligible changes	Outlier
gene-AUO97_RS06760	0	0	0	0	0	0	host	gene-AUO97_RS06760	0.0	0	1
gene-AUO97_RS03505	2962	2278	805	912	493	371	host	gene-AUO97_RS03505	0.7430365809583012	0	1
gene-AUO97_RS03180	257	179	89	90	43	39	host	gene-AUO97_RS03180	0.6715303020179864	0	1
gene-AUO97_RS04580	15	9	2	3	1	3	host	gene-AUO97_RS04580	0.9014833200390009	0	1
gene-AUO97_RS06670	52	63	21	22	12	11	host	gene-AUO97_RS06670	0.6633746543646026	0	1
gene-AUO97_RS10680	570	473	147	168	79	50	host	gene-AUO97_RS10680	0.8047629438964506	0	1
gene-AUO97_RS14560	15	14	8	3	0	0	host	gene-AUO97_RS14560	0.9233092656309694	0	1
gene-AUO97_RS02065	346	253	110	120	81	55	host	dapF	0.6451898689370279	0	1
gene-AUO97_RS02965	691	516	163	183	81	88	host	yccS	0.8095404727696116	0	1
gene-AUO97_RS02275	3	4	8	13	2	4	host	gene-AUO97_RS02275	0.6655122646461623	0	1
gene-AUO97_RS05445	191	168	60	86	41	26	host	gene-AUO97_RS05445	0.6568496142323218	0	1
gene-AUO97_RS17220	31	20	16	17	6	0	host	gene-AUO97_RS17220	0.6622073078111707	0	1
gene-AUO97_RS17525	200	153	99	140	56	37	host	gene-AUO97_RS17525	0.4943389903182024	0	1
gene-AUO97_RS18750	96	82	22	25	13	8	host	gene-AUO97_RS18750	0.8446681051234324	0	1
gene-AUO97_RS13500	75	87	56	56	20	15	host	gene-AUO97_RS13500	0.5123601864838354	0	1
gene-AUO97_RS11790	3	2	1	3	1	0	host	gene-AUO97_RS11790	0.66332495807108	0	1
gene-AUO97_RS02820	181	180	67	99	35	36	host	gene-AUO97_RS02820	0.6126611977648982	0	1
gene-AUO97_RS04625	11	4	4	2	2	0	host	gene-AUO97_RS04625	0.9088932591463856	0	1
gene-AUO97_RS10475	642	587	215	244	119	99	host	ppx	0.6812288139261912	0	1
gene-AUO97_RS15395	347	241	92	127	58	47	host	ung	0.7107699387405003	0	1
gene-AUO97_RS07650	140	116	44	45	22	21	host	gene-AUO97_RS07650	0.71567853817719	0	1
gene-AUO97_RS01745	0	0	0	1	0	0	host	gene-AUO97_RS01745	2.2360679774997902	0	1
gene-AUO97_RS01215	86	63	21	28	11	9	host	thiE	0.7842292847629928	0	1
gene-AUO97_RS05650	1869	1417	461	538	275	182	host	glmM	0.7942150598004847	0	1
gene-AUO97_RS17265	41	32	8	8	5	4	host	pcaC	0.8919091176902921	0	1
gene-AUO97_RS18135	12	8	5	4	3	2	host	gene-AUO97_RS18135	0.5998846486579746	0	1
gene-AUO97_RS17705	247	147	65	70	22	9	host	gene-AUO97_RS17705	0.8752696377548522	0	1
gene-AUO97_RS15450	66	61	24	38	10	10	host	gene-AUO97_RS15450	0.6437318511489821	0	1
gene-AUO97_RS11940	6	4	6	8	12	9	host	gene-AUO97_RS11940	0.3421067626297923	0	1
gene-AUO97_RS19100	30	13	5	6	1	5	host	gene-AUO97_RS19100	0.9626352718795769	0	1
gene-AUO97_RS12940	333	243	78	82	38	46	host	gene-AUO97_RS12940	0.8139145353845038	0	1
gene-AUO97_RS12550	31	21	7	7	4	2	host	gene-AUO97_RS12550	0.8713548411865624	0	1
gene-AUO97_RS06110	165	140	24	45	12	10	host	gene-AUO97_RS06110	0.9489171893595427	0	1
gene-AUO97_RS19450	177	165	114	162	51	41	host	gene-AUO97_RS19450	0.46362637414048297	0	1
gene-AUO97_RS17415	459	362	124	142	76	36	host	ilvA	0.7772235930416749	0	1
gene-AUO97_RS01405	545	419	199	202	81	70	host	gene-AUO97_RS01405	0.6881866404721858	0	1
gene-AUO97_RS10615	151	117	47	40	26	20	host	hisC	0.7374508001394751	0	1
gene-AUO97_RS15005	21	15	6	9	4	0	host	gene-AUO97_RS15005	0.7647178489022943	0	1
gene-AUO97_RS08350	1	0	1	0	0	0	host	gene-AUO97_RS08350	1.4142135623730951	0	1
gene-AUO97_RS18585	4311	3499	970	1054	643	436	host	pepN	0.8287920581486549	0	1
gene-AUO97_RS15000	498	361	236	296	91	90	host	gene-AUO97_RS15000	0.5534438886730987	0	1
gene-AUO97_RS01395	1353	1049	453	514	277	192	host	gene-AUO97_RS01395	0.656767927655429	0	1
gene-AUO97_RS10975	3843	2760	883	908	633	470	host	nuoF	0.7983033024900902	0	1
gene-AUO97_RS02610	910	672	281	298	142	99	host	serS	0.732400958792656	0	1
gene-AUO97_RS09295	671	495	212	248	91	73	host	gene-AUO97_RS09295	0.7257935779839637	0	1
gene-AUO97_RS11985	10	13	2	3	2	3	host	gene-AUO97_RS11985	0.7907871727696901	0	1
gene-AUO97_RS18590	410	331	377	468	247	206	host	gene-AUO97_RS18590	0.2668411707245448	0	1
gene-AUO97_RS09150	1828	1388	350	426	306	191	host	gene-AUO97_RS09150	0.8353665997906846	0	1
gene-AUO97_RS04430	241	157	53	41	32	15	host	gene-AUO97_RS04430	0.9094562137569558	0	1
gene-AUO97_RS02850	146	121	61	92	35	27	host	thrH	0.5420141853096107	0	1
gene-AUO97_RS03245	586	434	161	181	109	59	host	gene-AUO97_RS03245	0.7434553615810373	0	1
gene-AUO97_RS02450	111	99	28	48	9	15	host	gene-AUO97_RS02450	0.7701237112939652	0	1
gene-AUO97_RS10910	0	0	0	3	2	0	host	gene-AUO97_RS10910	1.4560219778561037	0	1
gene-AUO97_RS17835	2152	1458	594	661	332	262	host	galE	0.7452736705181251	0	1
gene-AUO97_RS18855	71	57	30	52	16	9	host	gene-AUO97_RS18855	0.5734585297804883	0	1
gene-AUO97_RS04925	991	729	251	324	198	120	host	gene-AUO97_RS04925	0.7243939972293465	0	1
gene-AUO97_RS07270	232	161	64	81	36	47	host	guaD	0.6790089510861621	0	1
gene-AUO97_RS09575	148	117	39	52	37	25	host	gene-AUO97_RS09575	0.6601657193785891	0	1
gene-AUO97_RS19085	141	119	65	98	38	32	host	gloB	0.4926334220196577	0	1
gene-AUO97_RS00235	23	13	5	2	1	1	host	gene-AUO97_RS00235	1.0770329614269007	0	1
gene-AUO97_RS19060	1412	968	348	354	224	161	host	purH	0.7898885465922139	0	1
gene-AUO97_RS10540	356	214	54	53	43	26	host	gene-AUO97_RS10540	0.9742053363365627	0	1
gene-AUO97_RS18335	254	239	53	79	32	33	host	gene-AUO97_RS18335	0.8207301527401606	0	1
gene-AUO97_RS09080	34	30	10	9	6	4	host	pilB	0.7667654402583686	0	1
gene-AUO97_RS05255	187	161	65	93	38	23	host	aqpZ	0.6430331227185063	0	1
gene-AUO97_RS02060	37	34	10	8	3	5	host	gene-AUO97_RS02060	0.8581506709961549	0	1
gene-AUO97_RS14490	12	12	6	2	2	0	host	gene-AUO97_RS14490	0.8504018996941741	0	1
gene-AUO97_RS17060	66	62	10	16	13	18	host	gene-AUO97_RS17060	0.7657572866515199	0	1
gene-AUO97_RS00355	69	46	17	26	7	5	host	gene-AUO97_RS00355	0.8021597145285075	0	1
gene-AUO97_RS16955	0	0	0	1	0	0	host	gene-AUO97_RS16955	2.2360679774997902	0	1
gene-AUO97_RS05795	1152	775	278	366	167	114	host	gene-AUO97_RS05795	0.7797282824530453	0	1
gene-AUO97_RS18930	36	21	6	11	7	3	host	pgaC	0.8123201004396181	0	1
gene-AUO97_RS07300	157	139	67	76	28	30	host	mnmE	0.5985873222379198	0	1
gene-AUO97_RS03405	55	65	34	44	15	22	host	gene-AUO97_RS03405	0.4479418251047059	0	1
gene-AUO97_RS05805	8533	7219	2557	3177	1367	1101	host	gene-AUO97_RS05805	0.7158515018025604	0	1
gene-AUO97_RS10340	625	458	141	182	65	56	host	pcnB	0.8368114072634522	0	1
gene-AUO97_RS05825	44	34	10	16	8	3	host	gene-AUO97_RS05825	0.7729353863882742	0	1
gene-AUO97_RS03760	0	0	0	0	0	0	host	gene-AUO97_RS03760	0.0	0	1
gene-AUO97_RS16950	0	0	0	0	0	0	host	gene-AUO97_RS16950	0.0	0	1
gene-AUO97_RS19485	21	14	1	6	6	2	host	gene-AUO97_RS19485	0.844748483277715	0	1
gene-AUO97_RS06220	602	439	177	186	92	62	host	parC	0.7520273769979652	0	1
gene-AUO97_RS02775	505	435	100	145	71	54	host	gene-AUO97_RS02775	0.830375770670997	0	1
gene-AUO97_RS15115	50	52	15	15	6	4	host	ruvC	0.8353905704978545	0	1
gene-AUO97_RS03615	106	79	37	40	7	16	host	gene-AUO97_RS03615	0.7299679346351919	0	1
gene-AUO97_RS09000	66	71	12	23	21	9	host	gene-AUO97_RS09000	0.7466554515288266	0	1
gene-AUO97_RS16635	6	8	5	6	1	0	host	gene-AUO97_RS16635	0.6617173282340483	0	1
gene-AUO97_RS08310	0	0	0	0	0	0	host	gene-AUO97_RS08310	0.0	0	1
gene-AUO97_RS18325	40	35	14	14	2	3	host	gene-AUO97_RS18325	0.8133404168888055	0	1
gene-AUO97_RS03340	41	28	17	28	10	9	host	gene-AUO97_RS03340	0.5113334777720091	0	1
gene-AUO97_RS07860	250	176	72	133	41	42	host	phoB	0.6402383450918874	0	1
gene-AUO97_RS07515	153	123	39	63	24	18	host	gene-AUO97_RS07515	0.7267484195415373	0	1
gene-AUO97_RS03085	1091	775	371	432	228	137	host	gene-AUO97_RS03085	0.6517699739326857	0	1
gene-AUO97_RS19855	5	2	2	9	0	0	host	gene-AUO97_RS19855	1.0540925533894598	0	1
gene-AUO97_RS03290	1281	996	393	409	163	113	host	gene-AUO97_RS03290	0.771990459650291	0	1
gene-AUO97_RS00575	1136	808	336	424	232	180	host	gene-AUO97_RS00575_gene_lipA	0.6595817313760827	0	1
gene-AUO97_RS06750	36	38	17	17	6	6	host	gene-AUO97_RS06750	0.6422616289332564	0	1
gene-AUO97_RS10755	228	183	75	88	19	16	host	gene-AUO97_RS10755	0.7803956994018688	0	1
gene-AUO97_RS14145	9	9	4	5	1	3	host	abaF	0.574338510153705	0	1
gene-AUO97_RS19735	1	0	0	0	1	1	host	gene-AUO97_RS19735	1.0	0	1
gene-AUO97_RS05245	14	11	5	8	1	0	host	gene-AUO97_RS05245	0.7781533797688984	0	1
gene-AUO97_RS15435	89	77	26	35	11	14	host	pyrF	0.7198198313252845	0	1
gene-M172_gp42	3045	3694	26769	44731	107698	90363	phage	gene-M172_gp42	0.8767747671689445	0	0
gene-AUO97_RS01920	22	17	4	14	4	4	host	gene-AUO97_RS01920	0.6665285853056759	0	1
gene-AUO97_RS11645	132	108	31	41	18	13	host	gene-AUO97_RS11645	0.8020884519757786	0	1
gene-AUO97_RS18960	9155	6952	3108	3546	2476	1668	host	cyoA	0.5945298406109395	0	1
gene-AUO97_RS14740	297	249	69	71	41	25	host	tauD	0.8498204014985039	0	1
gene-AUO97_RS16370	18	7	2	4	0	0	host	gene-AUO97_RS16370	1.2056923607116616	0	1
gene-AUO97_RS17485	31	25	7	12	3	11	host	gene-AUO97_RS17485	0.667854431537689	0	1
gene-AUO97_RS02535	58	27	19	34	14	9	host	gene-AUO97_RS02535	0.6022282864435285	0	1
gene-AUO97_RS12255	1077	823	337	347	209	123	host	gene-AUO97_RS12255	0.7092400876406292	0	1
gene-AUO97_RS07230	28	28	4	9	3	1	host	gene-AUO97_RS07230	0.9412264869206513	0	1
gene-AUO97_RS05715	1326	1060	356	377	200	157	host	ftsA	0.772468461036667	0	1
gene-AUO97_RS02325	94	47	21	20	7	9	host	gene-AUO97_RS02325	0.9159672596846475	0	1
gene-AUO97_RS11280	2613	2104	901	1131	529	412	host	gene-AUO97_RS11280	0.6321914729456051	0	1
gene-AUO97_RS03795	0	0	0	0	0	0	host	gene-AUO97_RS03795	0.0	0	1
gene-AUO97_RS08470	0	0	0	0	0	0	host	gene-AUO97_RS08470	0.0	0	1
gene-AUO97_RS05635	17190	15053	10378	12874	7838	5768	host	gene-AUO97_RS05635	0.3444313520060451	0	1
gene-AUO97_RS00545	13482	11526	6912	8893	6374	4979	host	rpsB	0.3429497895699472	0	1
gene-AUO97_RS03745	0	0	0	0	0	0	host	gene-AUO97_RS03745	0.0	0	1
gene-AUO97_RS16480	2	4	3	3	0	1	host	gene-AUO97_RS16480	0.6201736729460423	0	1
gene-AUO97_RS10605	476	371	111	134	82	53	host	hisG	0.7811356493469741	0	1
gene-AUO97_RS12010	83	73	30	51	9	8	host	gene-AUO97_RS12010	0.6894598978257556	0	1
gene-AUO97_RS11335	181	135	67	92	25	22	host	panD	0.6575208297904445	0	1
gene-AUO97_RS14365	1608	977	397	366	235	138	host	gene-AUO97_RS14365	0.832255936887887	0	1
gene-AUO97_RS01170	0	0	0	0	0	0	host	gene-AUO97_RS01170	0.0	0	1
gene-AUO97_RS17685	445	323	86	106	29	25	host	gene-AUO97_RS17685	0.9389658165949002	0	1
gene-AUO97_RS19195	353	267	82	88	40	30	host	csuD	0.8525690505398053	0	1
gene-AUO97_RS01060	404	328	99	123	40	37	host	gene-AUO97_RS01060	0.828274882414703	0	1
gene-AUO97_RS04790	56	42	16	24	6	11	host	truB	0.6860889170371179	0	1
gene-AUO97_RS12095	367	264	115	121	73	35	host	gene-AUO97_RS12095	0.7122152013939655	0	1
gene-AUO97_RS00645	13	4	2	1	0	0	host	gene-AUO97_RS00645	1.3601470508735443	0	1
gene-AUO97_RS13440	8	16	4	5	1	2	host	gene-AUO97_RS13440	0.8333333333333334	0	1
gene-AUO97_RS08970	8924	7341	2057	2419	1405	1171	host	fadB	0.7885342566199877	0	1
gene-AUO97_RS04945	162	124	41	30	31	13	host	aroK	0.8315315417624666	0	1
gene-AUO97_RS08170	0	0	0	0	0	0	host	gene-AUO97_RS08170	0.0	0	1
gene-AUO97_RS12625	0	0	0	0	0	0	host	gene-AUO97_RS12625	0.0	0	1
gene-AUO97_RS18880	80	56	26	30	12	12	host	prmC	0.6826780959691393	0	1
gene-AUO97_RS03145	225	182	54	50	35	19	host	mutM	0.8400668258588291	0	1
gene-AUO97_RS06945	0	0	0	0	0	0	host	gene-AUO97_RS06945	0.0	0	1
gene-AUO97_RS13670	859	651	175	193	114	98	host	gene-AUO97_RS13670	0.8485016966585215	0	1
gene-AUO97_RS13795	19	14	4	4	1	0	host	gene-AUO97_RS13795	1.0033955955097846	0	1
gene-AUO97_RS17315	2168	1545	579	644	403	313	host	eno	0.7217408613093071	0	1
gene-AUO97_RS00440	17	9	7	9	3	1	host	adeF	0.6679257172059658	0	1
gene-AUO97_RS02750	2229	1912	875	1113	465	319	host	gene-AUO97_RS02750	0.6118379916608011	0	1
gene-AUO97_RS04755	381	294	75	113	33	22	host	gene-AUO97_RS04755	0.8894253795584044	0	1
gene-AUO97_RS09355	172	158	57	67	23	20	host	gene-AUO97_RS09355	0.7317999002519202	0	1
gene-AUO97_RS10585	809	580	275	300	143	107	host	gene-AUO97_RS10585	0.6742813920729103	0	1
gene-AUO97_RS02815	90	99	30	58	19	14	host	gene-AUO97_RS02815	0.6470295530003056	0	1
gene-AUO97_RS06755	0	0	0	0	0	0	host	gene-AUO97_RS06755	0.0	0	1
gene-AUO97_RS17070	9	12	4	4	1	0	host	catC	0.8485281374238569	0	1
gene-AUO97_RS00110	82	66	29	23	10	13	host	gene-AUO97_RS00110	0.7311617594968599	0	1
gene-AUO97_RS18475	309	307	143	148	15	11	host	gene-AUO97_RS18475	0.7759240642747249	0	1
gene-AUO97_RS02675	52	34	10	8	7	6	host	gene-AUO97_RS02675	0.8949905634700382	0	1
gene-AUO97_RS12650	0	0	0	0	0	0	host	gene-AUO97_RS12650	0.0	0	1
gene-AUO97_RS07050	114	128	71	151	33	65	host	gene-AUO97_RS07050	0.4335653072461766	0	1
gene-AUO97_RS04385	11800	9915	4601	5602	3627	2629	host	rpsS	0.5263599737522692	0	1
gene-AUO97_RS18925	14	12	6	15	4	6	host	gene-AUO97_RS18925_gene_pgaD	0.45377253180272153	0	1
gene-AUO97_RS08175	0	0	0	0	0	0	host	gene-AUO97_RS08175	0.0	0	1
gene-AUO97_RS07770	570	490	185	234	95	70	host	gene-AUO97_RS07770	0.6947899342454453	0	1
gene-AUO97_RS00450	26	18	10	14	9	6	host	adeH	0.48026822718059636	0	1
gene-AUO97_RS16545	11	7	1	8	1	1	host	adeR	0.8311703995306172	0	1
gene-AUO97_RS04310	12171	10143	4833	5966	3497	2599	host	rplO	0.5327574468703091	0	1
gene-AUO97_RS02025	32	16	5	14	1	4	host	gene-AUO97_RS02025	0.8700255424092126	0	1
gene-AUO97_RS06675	248	278	122	168	50	32	host	mmsB	0.6161219456837382	0	1
gene-AUO97_RS04030	32	25	24	19	3	3	host	gene-AUO97_RS04030	0.6249243457237431	0	1
gene-AUO97_RS02840	132	87	57	60	12	18	host	gene-AUO97_RS02840	0.6687238706351193	0	1
gene-AUO97_RS17650	18	17	4	16	5	5	host	kynU	0.5725475097208736	0	1
gene-AUO97_RS13265	1	0	0	0	0	0	host	gene-AUO97_RS13265	2.2360679774997902	0	1
gene-AUO97_RS15025	24	15	14	5	4	3	host	gene-AUO97_RS15025	0.6977563366429888	0	1
gene-AUO97_RS07265	11	5	7	3	1	3	host	gene-AUO97_RS07265	0.6531972647421809	0	1
gene-AUO97_RS02605	278	224	78	89	30	24	host	cysG	0.8004427933865166	0	1
gene-AUO97_RS16770	72	42	19	12	14	7	host	gene-AUO97_RS16770	0.8222836400362195	0	1
gene-AUO97_RS04770	98	74	28	24	17	15	host	gene-AUO97_RS04770	0.7430915546510739	0	1
gene-AUO97_RS02705	11	0	5	2	2	0	host	gene-AUO97_RS02705	1.1445523142259595	0	1
gene-AUO97_RS02920	18	11	7	1	1	2	host	gene-AUO97_RS02920	0.9354143466934852	0	1
gene-AUO97_RS07875	283	204	57	81	39	30	host	gene-AUO97_RS07875	0.8176265351676807	0	1
gene-AUO97_RS02860	835	714	206	246	105	97	host	gene-AUO97_RS02860	0.8029794920553991	0	1
gene-AUO97_RS08750	253	165	62	58	38	20	host	hemC	0.8330329924366718	0	1
gene-AUO97_RS10720	61	42	29	31	10	6	host	gene-AUO97_RS10720	0.6245250372181196	0	1
gene-AUO97_RS18630	3822	3219	2263	2640	1147	818	host	gene-AUO97_RS18630	0.45929380549544824	0	1
gene-AUO97_RS14290	8	5	4	8	1	3	host	pobR	0.5263564662921982	0	1
gene-AUO97_RS12915	27	16	10	18	4	6	host	gene-AUO97_RS12915	0.5797213274999455	0	1
gene-AUO97_RS00180	139	106	25	44	21	13	host	gene-AUO97_RS00180	0.819162105866521	0	1
gene-AUO97_RS06290	3	6	1	0	1	2	host	gene-AUO97_RS06290	0.9003615315938174	0	1
gene-AUO97_RS02400	1308	1072	343	441	253	171	host	carA	0.7224273811355064	0	1
gene-AUO97_RS14175	1295	1080	322	344	188	127	host	paaB	0.8126970282438347	0	1
gene-AUO97_RS19145	144	100	33	41	16	12	host	gene-AUO97_RS19145	0.8362545832997346	0	1
gene-AUO97_RS14880	716	550	146	165	106	58	host	glnD	0.8594077692903329	0	1
gene-AUO97_RS03585	303	226	90	100	46	32	host	tgt	0.741806681605183	0	1
gene-AUO97_RS14180	2107	1685	505	524	327	203	host	paaC	0.8168488809068557	0	1
gene-AUO97_RS15015	65	54	20	30	4	0	host	gene-AUO97_RS15015	0.8339139501133547	0	1
gene-AUO97_RS16410	198	132	57	66	21	15	host	gene-AUO97_RS16410	0.7927415457875946	0	1
gene-AUO97_RS16650	21	15	7	5	1	0	host	gene-AUO97_RS16650	0.9228913513955115	0	1
gene-AUO97_RS12835	0	0	0	0	0	0	host	gene-AUO97_RS12835	0.0	0	1
gene-AUO97_RS08645	350	292	68	77	53	33	host	gene-AUO97_RS08645	0.8656952387527793	0	1
gene-AUO97_RS16820	19	15	5	5	1	5	host	gene-AUO97_RS16820	0.7673330437300351	0	1
gene-AUO97_RS11255	473	393	139	160	84	72	host	rluB	0.7048634283655555	0	1
gene-AUO97_RS17740	416	308	106	128	47	39	host	ispC	0.8046455924444381	0	1
gene-AUO97_RS17895	157	131	54	78	14	30	host	moaA	0.6682424771917935	0	1
gene-AUO97_RS15460	0	0	0	0	0	0	host	gene-AUO97_RS15460	0.0	0	1
gene-AUO97_RS10840	20	33	16	12	4	8	host	gene-AUO97_RS10840	0.6049283087757077	0	1
gene-AUO97_RS08315	0	0	0	0	0	0	host	gene-AUO97_RS08315	0.0	0	1
gene-AUO97_RS01100	106	79	44	43	13	8	host	blp2	0.7087234316770312	0	1
gene-AUO97_RS08820	1106	1002	737	928	232	169	host	gene-AUO97_RS08820	0.5282467206211812	0	1
gene-AUO97_RS12470	64	54	35	32	11	5	host	gene-AUO97_RS12470	0.6301147733613516	0	1
gene-AUO97_RS16560	27	18	5	4	3	2	host	adeT1	0.9529283252115658	0	1
gene-AUO97_RS02830	97	68	12	21	6	9	host	gene-AUO97_RS02830	0.9740058674067501	0	1
gene-AUO97_RS04045	0	3	1	3	0	0	host	gene-AUO97_RS04045	1.1517511068997928	0	1
gene-AUO97_RS19860	0	0	0	0	0	0	host	gene-AUO97_RS19860	0.0	0	1
gene-AUO97_RS07205	387	310	204	259	22	23	host	gene-AUO97_RS07205	0.6850616123508332	0	1
gene-AUO97_RS17535	179	154	57	65	42	19	host	gene-AUO97_RS17535	0.6875885966480904	0	1
gene-AUO97_RS09380	726	537	372	472	151	129	host	gene-AUO97_RS09380	0.5296783080943676	0	1
gene-AUO97_RS06985	77	58	16	38	15	5	host	ampD	0.7377891136797015	0	1
gene-AUO97_RS15170	94	67	37	24	19	10	host	gene-AUO97_RS15170	0.7058092488532108	0	1
gene-AUO97_RS08305	0	0	0	0	0	0	host	gene-AUO97_RS08305	0.0	0	1
gene-AUO97_RS03165	2448	1987	1061	1339	766	552	host	typA	0.49114470878541405	0	1
gene-AUO97_RS05345	0	0	0	0	0	0	host	gene-AUO97_RS05345	0.0	0	1
gene-AUO97_RS04205	372	238	79	115	24	20	host	gene-AUO97_RS04205	0.8932080503541797	0	1
gene-AUO97_RS04815	4037	3287	1467	1802	821	626	host	rimM	0.623975236310502	0	1
gene-AUO97_RS07100	327	257	99	124	28	35	host	ribF	0.7659727339092106	0	1
gene-AUO97_RS03390	543	437	146	153	71	38	host	gene-AUO97_RS03390	0.8200683029642287	0	1
gene-M172_gp53	345	434	2575	4085	27007	25653	phage	gene-M172_gp53	1.159335029026601	0	0
gene-AUO97_RS17365	145	100	32	53	17	16	host	gene-AUO97_RS17365	0.7823351950108342	0	1
gene-AUO97_RS12540	335	292	111	133	60	49	host	rnt	0.6773235418480036	0	1
gene-AUO97_RS15060	4	2	3	0	1	0	host	gene-AUO97_RS15060	0.8944271909999157	0	1
gene-AUO97_RS18840	188	154	48	61	41	28	host	folB	0.7063218335464214	0	1
gene-AUO97_RS02080	876	730	357	453	196	142	host	gene-AUO97_RS02080	0.581491235936341	0	1
gene-AUO97_RS01050	62	48	13	13	6	7	host	surE	0.8808325334501134	0	1
gene-AUO97_RS12185	528	416	102	120	68	39	host	rubB	0.8874253228748195	0	1
gene-AUO97_RS00400	297	218	39	23	35	24	host	yegQ	1.0346437638381278	0	1
gene-AUO97_RS12935	29	18	12	12	5	4	host	gene-AUO97_RS12935	0.6329494450586081	0	1
gene-AUO97_RS17270	51	37	13	17	7	7	host	gene-AUO97_RS17270	0.7473553003114257	0	1
gene-M172_gp38	10759	12960	85317	145264	449426	362407	phage	gene-M172_gp38	0.9543724854575756	0	0
gene-AUO97_RS06075	173	118	39	41	13	14	host	gene-AUO97_RS06075	0.8922817735814004	0	1
gene-AUO97_RS03600	1109	848	428	465	289	211	host	secF	0.5692120139054843	0	1
gene-AUO97_RS12170	4	5	2	5	2	1	host	gene-AUO97_RS12170	0.49652532273982125	0	1
gene-AUO97_RS03295	2532	1845	614	703	384	320	host	secA	0.7765120337623432	0	1
gene-AUO97_RS13645	225	189	55	58	20	36	host	gene-AUO97_RS13645	0.8166845349497825	0	1
gene-AUO97_RS04910	685	547	218	287	104	108	host	gene-AUO97_RS04910	0.674122580473012	0	1
gene-AUO97_RS01585	11993	10447	6009	7359	4259	3116	host	carO	0.4404317766902373	0	1
gene-AUO97_RS05870	0	0	0	0	0	0	host	gene-AUO97_RS05870	0.0	0	1
gene-AUO97_RS13055	0	0	0	0	0	0	host	gene-AUO97_RS13055	0.0	0	1
gene-AUO97_RS14425	161	108	53	47	23	13	host	gene-AUO97_RS14425	0.7641606325482451	0	1
gene-AUO97_RS19910	6334	4544	2735	2653	1458	933	host	gene-AUO97_RS19910	0.5910768479777723	0	1
gene-AUO97_RS19510	512	368	251	345	152	107	host	gene-AUO97_RS19510	0.4734150239656636	0	1
gene-AUO97_RS17040	6	9	6	2	1	0	host	abaQ	0.8036375634160796	0	1
gene-AUO97_RS06590	4	2	0	1	2	0	host	gene-AUO97_RS06590	0.9229582069908973	0	1
gene-AUO97_RS12155	36	19	9	11	2	5	host	gene-AUO97_RS12155	0.8274729489603596	0	1
gene-AUO97_RS13015	5	2	3	5	0	1	host	gene-AUO97_RS13015	0.7071067811865476	0	1
gene-AUO97_RS06570	272	192	87	120	40	19	host	gene-AUO97_RS06570	0.7193646202961046	0	1
gene-AUO97_RS06990	121	97	26	37	28	25	host	nadC	0.6923098375609152	0	1
gene-AUO97_RS02950	76	61	25	17	13	8	host	gene-AUO97_RS02950	0.7723988606931007	0	1
gene-AUO97_RS11900	160	114	110	103	31	21	host	gene-AUO97_RS11900	0.5431938561889931	0	1
gene-AUO97_RS15290	936	659	225	242	135	93	host	gene-AUO97_RS15290	0.8092799987863367	0	1
gene-AUO97_RS01120	90	73	19	35	24	6	host	pstC	0.7327040453570446	0	1
gene-AUO97_RS02445	100	90	32	36	14	14	host	gene-AUO97_RS02445	0.7256908563120464	0	1
gene-AUO97_RS03700	0	0	0	0	0	0	host	gene-AUO97_RS03700	0.0	0	1
gene-AUO97_RS01520	58	41	24	20	7	5	host	gene-AUO97_RS01520	0.722609446430615	0	1
gene-AUO97_RS05860	214	156	113	143	63	39	host	gene-AUO97_RS05860	0.4818590473663444	0	1
gene-AUO97_RS14215	602	401	136	130	99	64	host	paaK	0.8216410531136258	0	1
gene-AUO97_RS10105	254	215	87	93	51	51	host	gene-AUO97_RS10105	0.6371542923496538	0	1
gene-AUO97_RS16970	35	30	10	10	1	4	host	gene-AUO97_RS16970	0.8572134009771516	0	1
gene-AUO97_RS08790	608	449	137	145	102	75	host	gspD	0.7981999157604639	0	1
gene-AUO97_RS03400	513	453	162	206	74	52	host	baeS	0.731251558756817	0	1
gene-AUO97_RS16835	20	21	6	2	2	2	host	gene-AUO97_RS16835	0.9481014736906499	0	1
gene-AUO97_RS18425	3574	2381	831	871	466	297	host	tal	0.842199563943168	0	1
gene-AUO97_RS04890	1983	1505	597	767	279	215	host	gene-AUO97_RS04890_gene_bfr	0.7248682036338052	0	1
gene-AUO97_RS14690	1336	1011	392	438	207	134	host	gene-AUO97_RS14690	0.7468678006996267	0	1
gene-AUO97_RS11780	1	1	2	1	0	0	host	gene-AUO97_RS11780	0.824621125123532	0	1
gene-AUO97_RS15200	21	10	7	3	2	0	host	gene-AUO97_RS15200	0.9781274811540971	0	1
gene-AUO97_RS03310	14	21	9	11	6	1	host	gene-AUO97_RS03310	0.6060740073566431	0	1
gene-AUO97_RS10530	133	81	35	34	13	10	host	gene-AUO97_RS10530	0.8507032469395269	0	1
gene-AUO97_RS03470	0	0	0	0	0	0	host	gene-AUO97_RS03470	0.0	0	1
gene-AUO97_RS14615	15	17	3	10	4	2	host	gene-AUO97_RS14615	0.6951803098523857	0	1
gene-AUO97_RS13805	50	39	10	12	6	4	host	gene-AUO97_RS13805	0.8770070992224671	0	1
gene-AUO97_RS15445	76	65	15	28	16	12	host	gene-AUO97_RS15445	0.7233456345927385	0	1
