Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b1607	993	963	529	505	277	301	198	352	256	135	141	163	host	ydgC
gene-b0909	142	210	270	190	63	88	49	82	50	27	22	47	host	ycaL
gene-b0382	594	860	432	304	177	176	97	181	169	136	159	195	host	iraP
gene-b0261	771	927	602	557	234	286	184	362	257	171	157	200	host	mmuM
gene-b2143	477	631	423	440	175	275	138	231	162	93	102	138	host	cdd
gene-T7p52	39	48	211	69	33	403	9087	26689	541807	387392	711060	796901	phage	gene-T7p52
gene-b2969	726	789	752	585	400	470	326	539	246	182	128	180	host	yghE
gene-b0923	1553	1855	1759	1419	752	1107	479	869	511	338	283	290	host	mukE
gene-b2070	389	464	703	493	418	581	194	332	122	72	50	83	host	yegI
gene-b0379	64	82	85	63	41	59	23	67	34	21	13	27	host	yaiY
gene-b4089	897	1218	813	678	361	431	319	533	375	272	232	241	host	alsR
gene-b1077	112	128	128	100	48	85	43	81	59	39	33	48	host	flgF
gene-b1664	7012	8708	6361	5201	2675	3733	1552	3219	1951	1320	1697	1781	host	ydhQ
gene-b2923	428	555	742	643	394	579	158	314	98	71	70	103	host	argO
gene-b2023	3533	3427	3045	2799	1466	2380	915	1911	543	360	370	359	host	hisH
gene-b3270	116	151	100	75	43	40	31	40	36	22	27	57	host	yhdY
gene-b3957	2049	2850	1433	1408	364	586	351	572	605	390	527	622	host	argE
gene-T7p33	22	10	33	6	6	49	26402	58987	277195	176353	81381	93843	phage	gene-T7p33
gene-b3002	1229	1267	1151	935	681	847	508	1028	486	382	242	266	host	yqhA
gene-b3334	42	56	71	28	30	27	18	31	26	24	17	31	host	gspM
gene-b3525	30	79	66	23	14	33	19	26	29	19	13	30	host	pdeH
gene-b2185	2023	2899	3152	1752	2318	2627	1760	2622	978	761	401	381	host	rplY
gene-b3104	33	54	57	28	20	23	8	22	8	14	15	25	host	yhaI
gene-b2797	1647	1641	1772	1706	991	1630	1023	2404	515	439	208	229	host	sdaB
gene-b1928	3019	3228	2311	2099	1132	1549	880	1380	718	472	366	424	host	yedD
gene-b3705	23399	24536	27929	22608	17191	25435	12464	23384	7119	4702	2712	2785	host	yidC
gene-b0406	17759	18128	19773	15264	12945	16726	11190	20995	7614	4841	2865	2984	host	tgt
gene-b1514	19	43	32	15	13	13	14	9	14	13	9	32	host	lsrC
gene-b0635	4639	4975	6258	4919	4139	5805	2557	4587	1749	1110	653	729	host	mrdA
gene-b2151	184	219	202	170	103	137	81	128	85	55	54	71	host	galS
gene-b3871	60070	70348	78720	62002	44701	67017	41462	70967	29614	18813	9644	9625	host	bipA
gene-b1188	1019	1471	764	697	154	227	90	153	105	87	264	271	host	ycgB
gene-b3910	1514	1737	1161	949	454	602	325	670	483	305	404	428	host	yiiM
gene-b2946	992	1209	902	796	416	593	280	494	335	242	256	302	host	rsmE
gene-b3298	88140	97745	116861	88098	71895	95420	56262	127038	39591	27665	14009	13814	host	rpsM
gene-b2593	4481	4612	5122	4176	3628	4691	2513	4516	1598	1052	699	785	host	yfiH
gene-b4478	174	246	202	105	64	82	50	66	91	53	59	109	host	dgoD
gene-b3317	236299	277339	315334	216798	227830	319922	201080	434107	126866	82609	38475	37256	host	rplB
gene-b2002	295	504	343	386	157	349	103	333	105	105	48	83	host	yeeS
gene-b0028	3944	4292	4482	3981	2068	3249	1301	2387	1223	790	619	635	host	fkpB
gene-b1526	296	379	229	225	124	136	77	147	100	60	52	88	host	ptrR
gene-b2219	125	194	153	128	65	90	58	85	64	37	32	68	host	atoS
gene-b1359	29	65	61	24	18	28	15	22	14	6	13	12	host	ydaU
gene-b1051	3446	4912	3336	2521	1299	1994	592	1044	560	352	629	724	host	msyB
gene-b1902	95	111	81	47	58	56	28	68	30	14	22	13	host	ftnB
gene-b1987	794	1081	435	512	149	174	119	221	234	169	96	147	host	cbl
gene-b3027	3	9	22	8	1	6	0	5	6	3	2	9	host	ygiZ
gene-b4131	168	235	198	108	64	116	54	101	91	42	44	82	host	cadA
gene-b1948	24	50	42	13	11	37	17	23	16	6	15	26	host	fliP
gene-b4727	185	160	152	109	68	59	26	93	50	24	33	42	host	yacM
gene-b1975	1369	3087	1166	1425	795	1368	2997	1180	730	948	501	568	host	serU
gene-b3683	33	65	74	26	15	17	13	22	40	10	7	45	host	glvC
gene-b3235	1708	1845	1473	1333	700	915	517	1026	489	349	299	307	host	degS
gene-b2483	20	47	34	14	13	19	16	15	24	12	8	18	host	hyfC
gene-b1476	139	138	175	116	97	108	63	143	74	49	30	47	host	fdnI
gene-b2137	491	604	365	327	106	132	28	82	69	40	83	100	host	yohF
gene-b3292	395	604	487	294	296	348	204	440	181	133	112	127	host	zntR
gene-b4834	321	376	276	238	129	145	89	136	92	52	75	90	host	xylZ
gene-b2542	425	511	347	289	147	208	87	155	107	66	87	91	host	hcaD
gene-b2328	2930	3446	2873	2517	1129	1725	883	1485	1057	718	612	596	host	mepA
gene-b0269	306	393	355	266	126	194	120	223	179	117	75	100	host	yagF
gene-b4078	358	392	283	219	117	131	96	192	110	81	72	90	host	yjcO
gene-b4109	480	626	584	434	168	221	111	135	120	55	102	141	host	rdcA
gene-b2429	239	352	246	215	78	182	100	125	100	89	69	83	host	murP
gene-b4058	3748	4830	4280	3556	1835	2719	1411	2344	1879	1173	788	939	host	uvrA
gene-b4182	29	60	89	39	25	40	16	51	23	16	14	25	host	yjfJ
gene-b1467	264	335	337	267	125	216	85	154	77	48	54	78	host	narY
gene-b2815	6814	7670	11263	9148	6272	8010	10800	6095	2900	2122	972	1205	host	metW
gene-b0897	1609	1888	1343	1200	478	791	239	405	244	165	221	225	host	ycaC
gene-b0452	2754	2228	1840	1586	785	1112	551	935	764	508	488	557	host	tesB
gene-b1992	936	1070	731	659	246	317	161	304	197	151	138	145	host	cobS
gene-b1191	1034	1155	709	584	263	344	273	438	378	243	240	276	host	cvrA
gene-b2286	21080	20186	19780	14523	9038	12196	8385	14049	9069	6001	4240	4236	host	nuoC
gene-b3103	3152	3440	1831	1565	693	813	449	679	662	407	713	752	host	yhaH
gene-b0566	59	90	57	29	29	23	21	40	30	13	21	34	host	envY
gene-b0284	104	220	158	87	37	61	55	63	84	40	22	81	host	paoC
gene-b0676	2287	2835	1628	1433	807	1110	704	1298	797	489	447	484	host	nagC
gene-b1973	62	105	76	34	26	29	9	25	24	8	10	21	host	zinT
gene-b3467	320	436	256	201	141	166	132	208	108	73	65	76	host	yhhM
gene-b0922	4040	4576	3946	3466	1816	2641	1164	2334	1355	834	673	700	host	mukF
gene-b1113	490	529	554	475	241	426	166	363	94	82	58	82	host	ldtC
gene-b4781	557	865	371	287	173	190	141	241	159	120	170	219	host	evgL
gene-b0810	5560	7520	4172	3731	842	1455	1365	2149	2177	1260	1146	1220	host	glnP
gene-b0228	110	134	64	62	32	37	16	27	36	28	24	33	host	rayT
gene-b4112	890	1063	1004	853	452	574	318	583	261	165	151	185	host	basS
gene-b1867	1139	1280	949	838	398	570	296	572	309	212	210	224	host	yecD
gene-b1889	57	85	68	37	24	40	20	35	18	16	10	24	host	motB
gene-b0611	1005	1319	1087	913	435	647	329	617	371	257	235	287	host	rna
gene-b2193	1251	1262	1226	891	721	697	613	1058	735	468	366	379	host	narP
gene-b4341	20	36	32	11	10	13	7	9	9	3	7	10	host	yjiS
gene-b2922	1286	1532	1113	918	560	694	306	612	306	221	334	329	host	yggE
gene-b0209	2080	2480	1012	985	387	541	363	674	664	457	642	656	host	yafD
gene-b2538	630	696	485	375	164	259	145	256	174	130	129	156	host	hcaE
gene-b3169	26192	31856	53814	31755	41970	58267	23899	47270	8590	5567	3554	3341	host	nusA
gene-b3088	137	152	176	142	69	106	38	92	49	17	23	37	host	alx
gene-b0249	62	79	68	38	25	40	25	44	36	24	24	28	host	ykfF
gene-b3061	49	67	72	32	19	27	28	28	21	14	17	34	host	ttdA
gene-b1149	78	94	109	51	34	53	38	47	50	18	19	49	host	ymfN
gene-b2989	1996	2168	1687	1540	794	1151	504	922	537	339	382	368	host	yghU
gene-b0812	20181	33429	19204	13876	6525	9320	2233	4066	2744	1786	5075	5409	host	dps
gene-b2804	294	375	201	155	73	92	53	88	112	81	78	114	host	fucU
gene-b1233	2762	3398	2847	2100	1362	1880	1017	1876	1077	699	559	615	host	ychJ
gene-b3259	3889	3968	3637	3235	2354	3473	2206	4144	1166	827	481	498	host	prmA
gene-b0020	1325	1501	1586	1381	641	912	435	798	381	243	270	344	host	nhaR
gene-b2051	28	43	37	26	14	24	14	22	22	10	12	22	host	gmm
gene-b2182	3704	3872	4600	4045	2321	3424	1465	2540	882	604	414	463	host	bcr
gene-b2381	701	951	518	402	220	297	149	286	158	125	178	184	host	pyrR
gene-b0033	54818	62624	46667	34749	6452	9135	21697	27801	108464	68774	39905	37898	host	carB
gene-b2948	691	789	768	663	328	468	227	456	218	135	124	144	host	yqgE
gene-b3028	500	640	510	408	237	368	204	344	236	145	113	149	host	mdaB
gene-b1279	1297	1426	1269	1095	584	775	383	765	434	265	194	294	host	lapA
gene-b3764	8225	10414	9197	6914	5935	6985	5300	8849	4593	2923	1954	1903	host	maoP
gene-b0170	60511	77627	83247	46382	50491	67434	49301	86417	45683	30858	12886	12695	host	tsf
gene-b0508	22	40	40	17	14	23	13	21	18	9	6	23	host	hyi
gene-b2755	386	430	365	321	147	255	139	233	153	89	88	136	host	cas1
gene-b1835	277	333	364	292	197	323	125	262	95	72	32	72	host	rsmF
gene-b1866	18388	19443	19700	16223	10549	14601	6407	14369	4669	3457	2463	2295	host	aspS
gene-b2838	1372	1286	1065	949	572	637	273	486	465	280	228	259	host	lysA
gene-T7p42	132	97	267	65	41	510	126866	263910	1783995	1266838	1048575	1183910	phage	gene-T7p42
gene-b1013	821	917	769	706	394	554	310	570	367	257	215	212	host	rutR
gene-b2780	18407	20887	20524	15941	10701	13821	8318	15124	9391	5946	10461	3753	host	pyrG
gene-b2308	1308	1544	1158	1078	437	646	343	648	324	218	200	220	host	hisQ
gene-b2016	1203	1371	791	685	328	360	207	439	308	234	284	299	host	yeeZ
gene-b3345	804	906	615	582	189	277	153	296	222	182	149	158	host	tusD
gene-b4842	677	1017	695	465	320	393	229	452	335	225	214	233	host	asompR
gene-b4245	5697	7067	2465	2144	605	873	716	1090	3821	2808	2333	2293	host	pyrB
gene-b3664	46	107	83	27	20	24	27	32	36	19	21	54	host	adeQ
gene-b0753	1015	1822	987	750	324	562	129	241	192	124	281	301	host	ybgS
gene-b0078	1754	1961	1463	1153	503	627	279	581	372	269	434	431	host	ilvH
gene-b0491	789	900	667	437	267	368	234	432	345	213	212	230	host	fetB
gene-b0492	3467	3941	2953	2562	1093	1660	583	1138	830	503	891	779	host	cnoX
gene-b2144	147	155	78	69	47	74	37	90	43	37	26	43	host	sanA
gene-b0712	4160	4465	3108	2786	782	1170	458	738	719	466	696	801	host	pxpC
gene-b1235	1948	2464	1850	1548	676	1017	415	713	311	221	332	399	host	rssB
gene-b0219	1545	1619	875	784	360	424	284	484	420	290	335	346	host	yafV
gene-b2152	816	793	778	696	384	514	263	541	222	164	117	181	host	yeiB
gene-b2397	19246	23204	20940	18837	13910	15131	23149	17068	9027	6258	5919	5152	host	alaW
gene-b2606	73188	78502	87875	67766	60050	84870	57740	111479	44296	28888	16278	17410	host	rplS
gene-b3781	22217	24908	17085	13372	9222	9881	6598	11515	7650	4621	4504	4669	host	trxA
gene-b4712	81	98	92	87	48	57	36	46	31	17	16	18	host	agrA
gene-b2905	32603	33132	14728	13997	2664	3790	7279	13749	8783	6421	3528	3788	host	gcvT
gene-b2660	2293	3055	1548	1873	440	888	256	423	133	99	106	153	host	lhgD
gene-b0011	74	103	97	57	37	49	29	40	38	19	17	38	host	yaaW
gene-b3932	2010	3141	2571	1936	1201	1794	563	965	597	361	736	836	host	hslV
gene-b0046	392	431	383	301	142	219	102	164	80	50	66	94	host	kefF
gene-b1826	1307	1586	1201	997	1096	1178	1323	2583	1036	629	353	475	host	mgrB
gene-b2141	56	59	42	40	18	35	10	15	21	15	13	19	host	yohJ
gene-b0192	1779	2001	1932	1554	878	1101	617	1070	607	414	440	442	host	nlpE
gene-b4751	89	91	66	68	30	36	27	45	29	23	14	13	host	yoaL
gene-b4060	1457	1383	2113	1571	1100	1198	426	722	370	215	227	200	host	yjcB
gene-b2955	3109	3507	3571	3000	1856	2478	1484	2731	1296	882	558	605	host	hemW
gene-b0489	551	640	594	486	250	368	207	344	254	183	171	156	host	qmcA
gene-b2573	10115	12541	7759	7456	3747	4773	2899	5511	2645	1644	2077	2123	host	rpoE
gene-b3742	4036	5329	4891	4350	2438	3206	1562	3002	1205	817	681	743	host	mioC
gene-b2846	40	56	28	22	15	20	13	28	20	6	15	22	host	yqeH
gene-b1854	4383	5252	4658	4216	1967	3227	1557	3073	1680	1221	836	1001	host	pykA
gene-b4280	285	364	337	155	185	196	184	284	153	88	66	95	host	nanY
gene-b0159	4465	5229	4382	3729	2207	3147	1922	3212	2271	1593	1012	1191	host	mtn
gene-b1167	167	156	121	38	30	34	3	18	30	15	52	52	host	ymgC
gene-b2818	731	867	464	430	211	352	263	474	289	179	144	184	host	argA
gene-b3728	2459	2451	1390	1067	606	776	359	560	478	247	329	374	host	pstS
gene-b3754	474	616	549	346	188	269	156	291	286	166	154	195	host	hsrA
gene-b2513	4327	4481	4178	3387	2243	2820	1404	2933	1084	725	671	673	host	yfgM
gene-b1796	45	51	35	34	12	15	14	18	23	3	11	6	host	yoaG
gene-b0882	49934	63775	35461	33435	10414	16222	6761	12143	13567	8643	14062	15010	host	clpA
gene-b0933	236	288	246	208	102	147	74	159	88	55	66	64	host	ssuB
gene-b3618	752	1013	934	480	531	545	356	622	275	170	167	217	host	htrL
gene-b4169	4395	4741	4808	4134	2242	3208	1626	2868	1446	957	786	809	host	amiB
gene-b4735	648	717	429	316	271	331	227	505	345	210	254	300	host	ybgU
gene-b3029	3791	4918	3022	2574	1368	1545	906	1650	1401	919	1072	1178	host	ygiN
gene-b1010	52	65	60	64	8	26	11	13	11	3	14	13	host	rutC
gene-b0181	22861	23952	25692	20686	16596	22177	12796	24596	8602	5579	3557	3663	host	lpxA
gene-b2619	1476	1578	1535	1222	892	966	686	1160	690	398	297	313	host	ratA
gene-b1378	3978	3774	3354	2372	1394	1775	1041	1602	1451	935	992	1019	host	ydbK
gene-b3889	4	19	16	5	3	6	4	6	10	2	7	11	host	yiiE
gene-b0267	30	88	63	31	14	22	16	12	20	25	9	45	host	yagA
gene-b1431	835	1175	1011	674	408	587	242	484	197	140	185	204	host	ydcL
gene-b0982	48	71	47	47	28	41	28	55	21	16	10	16	host	etp
gene-b2552	468	562	419	334	196	256	161	270	197	119	134	150	host	hmp
gene-b0050	2144	2133	2047	1817	1136	1477	977	1691	688	461	428	450	host	apaG
gene-b3431	4666	4931	4127	3717	1479	2206	497	1113	732	483	886	968	host	glgX
gene-b0857	3039	2903	2711	2662	1058	1544	872	1485	786	557	397	472	host	potI
gene-b4136	1180	1479	972	859	344	522	322	574	489	311	272	341	host	dsbD
gene-b1164	472	482	333	157	123	84	82	103	127	54	135	136	host	ycgZ
gene-b2918	88	138	90	76	33	71	32	48	52	26	24	49	host	argK
gene-b3023	809	1135	1033	849	382	567	208	383	144	83	189	192	host	ygiV
gene-b2609	61838	69128	82123	64523	53161	74683	46688	90100	35182	22523	11105	11273	host	rpsP
gene-b0462	22374	21836	21198	18040	10500	14213	6213	13706	5760	3986	3614	3503	host	acrB
gene-T7p41	21	11	68	13	11	148	42213	90641	461276	343868	209251	266705	phage	gene-T7p41
gene-b1446	2589	2897	2430	2047	1348	1709	851	1669	819	525	518	586	host	ydcY
gene-b4379	133	162	161	117	62	89	53	79	62	42	34	50	host	yjjW
gene-b0790	1188	1483	829	792	258	388	109	204	132	88	223	226	host	ybhP
gene-b1770	332	422	330	161	149	203	126	216	135	78	84	94	host	ydjF
gene-b2213	384	481	499	435	258	404	189	332	201	143	87	99	host	ada
gene-b3361	1503	1740	1253	1318	469	792	199	416	231	132	312	391	host	fic
gene-b0811	10622	15953	6722	5335	1569	2467	1849	3206	3305	2108	2443	2552	host	glnH
gene-b1242	346	402	417	318	202	252	129	279	112	95	89	71	host	ychE
gene-b4717	2113	2950	1721	1847	1077	1135	781	1532	750	460	514	556	host	micL
gene-b0802	431	653	470	461	151	177	65	127	96	60	56	67	host	ybiJ
gene-b2616	564	645	573	389	274	323	257	418	246	187	152	172	host	recN
gene-b1099	1570	1844	1943	1586	983	1566	697	1183	512	348	273	263	host	holB
gene-b2218	3190	3630	2950	2553	1391	1810	1037	1919	878	588	525	543	host	rcsC
gene-b0904	1196	1355	1162	930	540	804	322	726	239	196	183	225	host	focA
gene-b0393	1903	2241	2429	1616	1396	1665	953	1982	1035	747	418	452	host	rdgC
gene-b2073	71	74	69	50	36	31	36	32	32	17	18	21	host	yegL
gene-b4114	198	309	229	141	64	100	65	110	85	55	44	124	host	eptA
gene-b1092	29521	34353	35641	27457	23210	31812	16676	34459	11412	7169	4261	4364	host	fabD
gene-b0295	68	65	79	56	53	57	41	67	34	19	34	35	host	ykgL
gene-b0183	1423	1351	1594	1316	1065	1360	578	1147	417	282	192	174	host	rnhB
gene-b0887	1362	1530	1244	1065	557	849	452	738	397	248	123	201	host	cydD
gene-b2803	240	308	184	148	60	93	59	116	101	63	84	94	host	fucK
gene-b3541	13297	13731	11225	9960	5128	8076	1664	3016	1175	794	1588	1601	host	dppD
gene-T7p07	9	17	165	32	4099	6714	99459	168552	103460	69296	54456	65159	phage	gene-T7p07
gene-b3156	3124	3773	2447	2099	1041	1324	810	1592	1412	869	874	837	host	yhbS
gene-b3803	6951	9137	7274	5912	2834	4087	1907	3420	2043	1315	1525	1507	host	hemX
gene-b4382	1434	1638	1366	1161	606	851	334	741	337	256	213	294	host	deoA
gene-b4772	32	42	40	29	17	18	14	21	7	9	13	19	host	ymiD
gene-b2956	93	129	109	68	43	66	60	71	43	32	31	38	host	yggM
gene-b3026	495	647	460	390	174	231	116	202	162	120	153	157	host	qseC
gene-b3213	58782	61520	49074	40674	24134	33002	6647	10971	12792	8159	12629	12980	host	gltD
gene-b0958	232	332	214	176	85	128	64	153	89	46	77	86	host	sulA
gene-b1281	4715	4748	5329	4181	2790	4097	2637	4513	3502	2125	899	936	host	pyrF
gene-b2736	87	117	114	56	37	65	37	62	46	28	26	32	host	ygbJ
gene-b0365	78	106	57	41	19	19	30	21	83	46	16	38	host	tauA
gene-b2822	3134	3639	2828	2430	1046	1547	943	1783	1178	797	660	767	host	recC
gene-b3397	4779	5887	4512	3714	2488	2974	1468	2828	1341	951	882	839	host	nudE
gene-b1739	8939	12378	7257	6516	3001	3970	1389	2732	1366	916	2126	2294	host	osmE
gene-b2336	20	44	39	24	10	17	7	18	21	12	9	23	host	yfcS
gene-b4176	96	94	132	108	64	84	30	66	26	19	10	28	host	yjeT
gene-b2360	14	16	24	9	6	21	9	9	8	8	5	17	host	yfdQ
gene-b0018	166	163	136	94	76	87	77	139	81	55	35	43	host	mokC
gene-b0208	433	531	301	246	138	150	128	195	201	139	162	184	host	yafC
gene-b2384	40	89	63	42	14	29	23	35	27	21	13	19	host	ypdE
gene-b3008	3333	4012	2717	2314	1017	1493	842	1442	902	608	528	598	host	metC
gene-b1822	2152	2324	2655	2196	1585	2000	1083	1983	817	536	331	349	host	rlmA
gene-b4087	47	108	94	28	34	45	20	37	40	14	17	31	host	alsA
gene-b1373	40	51	51	36	31	31	7	20	18	12	9	16	host	tfaR
gene-b3603	499	605	536	405	181	311	210	341	182	116	84	142	host	lldP
gene-b3255	8022	10420	9990	7466	5205	7363	3559	8015	3584	2444	1479	1464	host	accB
gene-b1569	17	25	26	4	5	10	5	12	5	4	2	9	host	dicC
gene-b3647	190	342	258	200	83	119	81	124	93	57	59	124	host	ligB
gene-b4207	3039	3324	2914	2773	1418	2000	1056	2146	987	714	471	505	host	fklB
gene-b0761	929	1093	819	659	378	564	311	568	289	203	193	192	host	modE
gene-b0049	2097	2425	2200	2038	962	1396	775	1266	727	519	450	463	host	apaH
gene-b3206	553	605	545	465	290	281	160	302	149	105	93	133	host	npr
gene-b4532	70	116	91	59	50	67	45	70	45	28	20	27	host	hicA
gene-b0940	173	226	170	95	62	110	56	89	61	42	33	94	host	elfC
gene-b4725	2530	2976	1662	1598	873	1069	738	1387	651	446	579	578	host	rseD
gene-b2437	357	405	310	222	105	139	84	129	138	65	58	61	host	eutR
gene-b3859	1414	1625	1308	1050	586	813	424	802	430	283	280	361	host	srkA
gene-b3079	25	59	48	17	9	28	14	14	23	6	9	16	host	ygjJ
gene-b3187	3075	3397	2067	1792	1155	1309	889	1864	904	640	517	575	host	ispB
gene-b3949	41	99	75	35	19	23	15	33	44	13	17	44	host	frwC
gene-b0636	3456	3624	5130	4053	3149	4257	1788	3329	1468	903	485	518	host	rlmH
gene-b1120	2424	2665	2331	2006	951	1258	666	1359	692	565	371	411	host	cobB
gene-b0133	6033	6175	4981	4059	2273	3183	1739	3374	1822	1274	1105	1044	host	panC
gene-b4738	0	2	0	0	0	1	0	0	1	0	0	2	host	ymgK
gene-b4183	20	44	76	26	19	30	23	30	29	12	9	23	host	yjfK
gene-b0589	2427	2603	2257	1985	307	361	73	130	110	55	56	77	host	fepG
gene-b0883	21124	24928	17662	12583	12424	11641	46743	11843	9798	8298	5641	3472	host	serW
gene-b1812	1302	1609	1346	1146	570	842	412	793	392	263	207	243	host	pabB
gene-b2250	1116	1010	1054	869	612	728	521	907	523	342	208	218	host	yfaZ
gene-b2344	3456	3881	4100	3421	2109	3036	1565	2929	1022	740	450	472	host	fadL
gene-b3905	56	91	52	33	13	26	16	34	39	12	14	30	host	rhaS
gene-b0109	2334	2646	1851	1631	806	1110	681	1151	899	583	570	519	host	nadC
gene-b0482	405	498	295	269	150	221	133	230	183	126	141	141	host	ybaP
gene-b0780	1550	1697	1316	1168	666	832	594	1010	629	397	342	385	host	ybhK
gene-b3867	2411	2344	2318	1668	1003	1439	832	1486	1041	647	506	519	host	hemN
gene-b4426	110	104	69	48	34	32	38	30	19	10	17	26	host	mcaS
gene-b3003	510	792	535	443	106	176	56	99	122	65	179	234	host	yghA
gene-b3550	556	599	453	388	148	227	107	220	115	88	103	123	host	yiaC
gene-b0876	999	1215	842	635	336	481	320	595	432	274	237	242	host	ybjD
gene-b4676	609	618	555	457	293	365	166	419	131	89	71	96	host	yoaK
gene-b4074	134	198	154	90	71	73	53	75	80	34	29	86	host	nrfE
gene-b3592	3390	3985	2756	2578	1035	1583	531	952	494	344	474	564	host	yibF
gene-b4417	137	136	112	97	68	94	55	93	38	31	25	23	host	rybB
gene-b0695	1597	1751	1633	1311	690	961	407	787	500	316	326	340	host	kdpD
gene-b1882	117	108	105	78	45	69	26	67	19	18	13	32	host	cheY
gene-b0550	6	24	15	2	2	7	4	6	11	10	2	15	host	rusA
gene-b0551	23	40	26	18	10	9	10	8	13	7	9	18	host	quuD
gene-b2771	83	110	139	94	45	76	35	39	52	26	25	48	host	ygcS
gene-b2488	47	71	69	32	15	25	16	27	24	12	14	23	host	hyfH
gene-b0872	72	105	68	47	30	38	21	44	32	25	16	32	host	hcr
gene-b3075	128	192	124	94	65	74	43	73	67	36	38	60	host	ebgR
gene-b4143	44209	61181	51847	40862	24438	38417	14449	26924	17071	10398	15874	15371	host	groL
gene-b0242	7893	8887	6764	5826	2819	3884	1981	3645	2219	1416	1301	1378	host	proB
gene-b1424	3191	3430	2785	2541	1326	1968	872	1669	851	513	400	457	host	opgD
gene-b1763	7635	8636	7392	6349	3562	4997	2858	4944	3075	1996	1551	1531	host	topB
gene-b2249	2341	2755	2057	1922	882	1277	565	1014	612	404	434	448	host	yfaY
gene-b1294	603	612	454	369	222	282	140	284	131	77	84	125	host	sapA
gene-b2586	7518	9162	10028	8293	5914	7058	4926	8710	4297	2744	1951	2351	host	yfiM
gene-b1802	35	52	48	31	14	17	11	26	19	9	8	36	host	yeaW
gene-b1199	1995	2376	1467	1573	694	1071	899	2135	668	493	404	444	host	dhaL
gene-b3734	89930	92079	87965	74775	49860	69065	40926	84732	37431	25875	14046	14233	host	atpA
gene-b0814	89567	106345	81055	63644	46371	56214	41265	75975	42281	26515	21117	20779	host	ompX
gene-b0243	6824	8341	6929	6025	2590	3894	1911	3400	2091	1364	1255	1338	host	proA
gene-b2254	98	148	122	62	28	59	23	41	25	15	25	26	host	arnC
gene-b2940	1451	1366	1589	1305	684	1205	692	1136	808	465	286	380	host	yqgC
gene-b2707	205	245	203	159	102	158	71	133	77	63	56	77	host	srlR
gene-b3121	6	19	33	4	14	17	2	22	17	3	3	14	host	yhaC
gene-b2841	397	432	391	273	160	215	141	255	163	90	83	126	host	araE
gene-b2303	1368	1861	1273	939	612	809	474	841	607	373	347	389	host	folX
gene-b1260	27324	29907	22550	19361	7447	12881	1424	2020	343	211	179	253	host	trpA
gene-b1155	20	32	31	28	11	19	7	16	15	8	9	9	host	tfaP
gene-b0786	1578	1715	1133	1066	480	625	365	673	443	310	278	351	host	ybhL
gene-b1455	3	5	6	1	0	2	0	1	2	0	0	1	host	yncH
gene-b2718	136	160	129	78	46	67	49	64	55	27	42	48	host	hycH
gene-b3178	43731	53685	56447	47183	28319	40660	19077	35490	13963	9112	8343	8296	host	ftsH
gene-b3999	1658	2119	1796	1472	860	1210	622	1158	595	366	337	320	host	yjaG
gene-b4637	3155	3594	2998	2520	1718	2098	1171	2324	1389	891	869	963	host	uof
gene-b1814	1845	1898	2418	1975	1627	1837	771	1553	481	286	251	242	host	sdaA
gene-b0045	40	85	98	38	20	31	31	36	32	19	11	43	host	yaaU
gene-b3868	9858	11686	6187	5636	1112	1672	1450	2453	2025	1245	1612	1618	host	glnG
gene-b4741	113	138	128	93	93	155	78	158	82	57	33	45	host	ymiC
gene-b1136	90771	124227	97143	69101	46150	66338	37484	68769	41273	27150	21023	22025	host	icd
gene-b4826	25	29	35	29	10	17	11	17	8	8	13	12	host	flgO
gene-b4086	47	90	60	34	26	29	30	32	26	8	14	36	host	alsC
gene-b3922	685	912	487	374	192	235	127	183	190	111	177	214	host	yiiS
gene-b4752	267	392	455	279	304	324	185	444	204	115	89	85	host	yecU
gene-b0274	361	448	526	403	220	346	151	269	144	74	62	107	host	insB3
gene-b0943	115	130	128	104	54	78	32	45	39	22	27	28	host	ycbV
gene-b0111	1090	1143	851	789	331	446	265	387	353	224	279	310	host	ampE
gene-b3133	39	48	37	25	17	24	11	23	8	17	9	9	host	agaV
gene-b1445	303	294	582	495	272	414	192	319	144	74	44	58	host	ortT
gene-b4449	4556	5533	7061	5317	4515	5462	4062	7892	2908	1792	961	1003	host	sraG
gene-b4783	458	523	332	280	157	175	134	212	97	94	85	105	host	yfiS
gene-b3527	4176	5633	3755	3603	1595	2395	1232	2353	1125	637	660	709	host	yhjJ
gene-b4174	11196	14449	13085	10828	6200	8238	3857	6713	2888	1869	1748	1879	host	hflK
gene-b1003	2025	2793	1687	1618	566	867	184	405	205	120	319	379	host	yccJ
gene-b0023	44047	62031	70899	49134	52566	61979	36573	70480	19075	12847	7309	7479	host	rpsT
gene-b4737	82	110	73	52	18	27	12	28	9	8	13	23	host	ymdG
gene-b1808	2279	2504	2202	1890	1263	1682	1039	1697	888	564	408	382	host	yoaA
gene-b1568	23	27	32	12	10	15	6	14	11	5	2	11	host	ydfX
gene-b3599	2323	2966	2253	2233	974	1670	892	2015	831	558	471	720	host	mtlA
gene-b0214	1226	1575	1455	1147	865	975	596	1130	489	313	274	270	host	rnhA
gene-b4171	20028	24356	19052	16456	8710	11656	6268	11572	6606	4196	4990	5027	host	miaA
gene-b1803	138	142	136	76	43	94	39	80	50	43	32	46	host	yeaX
