Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol
gene-AUO97_RS16815	22	11	9	9	0	1	host	gene-AUO97_RS16815
gene-AUO97_RS01175	1489	1035	375	465	256	208	host	gene-AUO97_RS01175
gene-M172_gp49	745	904	5810	8602	56969	47436	phage	gene-M172_gp49
gene-AUO97_RS15805	165	134	31	46	13	16	host	gene-AUO97_RS15805
gene-AUO97_RS16570	5	3	2	2	0	0	host	gene-AUO97_RS16570
gene-AUO97_RS03990	419	288	71	103	53	56	host	gene-AUO97_RS03990
gene-AUO97_RS16715	12	14	7	3	2	5	host	gene-AUO97_RS16715
gene-AUO97_RS08230	0	0	0	0	0	0	host	gene-AUO97_RS08230
gene-AUO97_RS14575	622	447	126	122	88	48	host	yghU
gene-AUO97_RS05555	550	539	374	434	127	78	host	gene-AUO97_RS05555
gene-AUO97_RS11805	41	30	8	22	10	4	host	gene-AUO97_RS11805
gene-AUO97_RS00185	406	312	78	111	48	35	host	gene-AUO97_RS00185
gene-AUO97_RS18060	5	1	0	2	2	1	host	gene-AUO97_RS18060
gene-AUO97_RS01825	0	0	0	0	0	0	host	gene-AUO97_RS01825
gene-AUO97_RS00820	37	41	10	24	14	4	host	basC
gene-AUO97_RS06935	0	0	0	0	0	0	host	gene-AUO97_RS06935
gene-AUO97_RS17300	185	134	30	44	29	15	host	ispD
gene-AUO97_RS17960	405	325	238	318	69	66	host	gene-AUO97_RS17960
gene-AUO97_RS12760	13	10	2	5	4	3	host	garD
gene-AUO97_RS09920	2465	1712	511	655	344	230	host	ndk
gene-AUO97_RS00985	411	327	177	192	126	63	host	gene-AUO97_RS00985
gene-AUO97_RS03580	63	42	14	15	6	4	host	gene-AUO97_RS03580
gene-AUO97_RS10710	143	101	32	47	31	19	host	gene-AUO97_RS10710
gene-AUO97_RS13435	10	8	8	15	2	1	host	gene-AUO97_RS13435
gene-AUO97_RS04360	12808	9883	5072	5971	3958	2882	host	rpsQ
gene-AUO97_RS07045	664	537	230	259	146	123	host	gene-AUO97_RS07045
gene-AUO97_RS04170	22	29	7	6	5	0	host	gene-AUO97_RS04170
gene-AUO97_RS18655	1304	1021	479	458	247	167	host	gene-AUO97_RS18655
gene-AUO97_RS12070	33	25	15	9	4	2	host	gene-AUO97_RS12070
gene-AUO97_RS14325	2	0	0	0	0	1	host	gene-AUO97_RS14325
gene-AUO97_RS17305	395	289	116	124	56	32	host	ftsB
gene-AUO97_RS15180	288	294	256	406	151	128	host	gene-AUO97_RS15180
gene-AUO97_RS16755	2	3	1	1	0	0	host	gene-AUO97_RS16755
gene-AUO97_RS16795	9	5	6	3	4	0	host	gene-AUO97_RS16795
gene-AUO97_RS15375	13	10	6	0	5	2	host	gspI
gene-AUO97_RS15815	116	84	23	27	12	8	host	gene-AUO97_RS15815
gene-AUO97_RS12390	51	39	14	31	4	5	host	gene-AUO97_RS12390
gene-AUO97_RS06280	12	9	3	7	7	2	host	gene-AUO97_RS06280
gene-AUO97_RS05225	124	118	50	59	15	10	host	gene-AUO97_RS05225
gene-AUO97_RS00690	578	385	176	155	90	72	host	gene-AUO97_RS00690
gene-AUO97_RS15860	681	438	117	127	89	73	host	hscA
gene-AUO97_RS07550	81	82	23	20	13	11	host	gene-AUO97_RS07550
gene-AUO97_RS07585	40	35	6	21	11	10	host	gene-AUO97_RS07585
gene-AUO97_RS19070	1189	837	413	576	276	217	host	gene-AUO97_RS19070
gene-AUO97_RS08290	0	1	0	0	0	0	host	gene-AUO97_RS08290
gene-AUO97_RS06680	934	896	532	637	144	124	host	gene-AUO97_RS06680
gene-AUO97_RS02905	176	165	49	71	19	17	host	gene-AUO97_RS02905
gene-AUO97_RS03155	103	70	24	22	8	8	host	gene-AUO97_RS03155
gene-AUO97_RS08355	0	0	0	0	0	0	host	gene-AUO97_RS08355
gene-AUO97_RS10990	2375	1886	797	902	543	379	host	nuoI
gene-AUO97_RS12510	68	50	16	25	8	6	host	yejB
gene-AUO97_RS08000	0	0	0	0	0	0	host	gene-AUO97_RS08000
gene-AUO97_RS16470	131	77	61	50	35	20	host	gene-AUO97_RS16470
gene-AUO97_RS16495	6	2	4	6	1	1	host	gene-AUO97_RS16495
gene-AUO97_RS00035	382	259	76	63	36	28	host	gene-AUO97_RS00035
gene-AUO97_RS07785	820	554	182	222	114	93	host	ribE
gene-AUO97_RS18445	27	35	10	10	8	8	host	gene-AUO97_RS18445
gene-AUO97_RS19665	270	255	216	297	117	92	host	gene-AUO97_RS19665
gene-AUO97_RS07330	960	664	230	277	153	74	host	dnaN
gene-AUO97_RS15480	0	0	0	0	0	0	host	gene-AUO97_RS15480
gene-AUO97_RS05055	23	21	8	16	3	4	host	gene-AUO97_RS05055
gene-AUO97_RS06650	47	31	11	15	7	0	host	gene-AUO97_RS06650
gene-AUO97_RS08925	1511	1180	359	432	190	143	host	gene-AUO97_RS08925
gene-AUO97_RS04760	1106	715	288	308	199	147	host	gene-AUO97_RS04760
gene-AUO97_RS14435	22228	16762	9758	13878	7947	6238	host	gene-AUO97_RS14435
gene-AUO97_RS06890	1044	721	212	211	121	81	host	galU
gene-M172_gp52	2102	2339	15761	24769	163469	134817	phage	gene-M172_gp52
gene-AUO97_RS02090	6947	5382	2553	3077	1774	1258	host	gene-AUO97_RS02090
gene-AUO97_RS00460	23	30	14	16	5	2	host	gene-AUO97_RS00460
gene-AUO97_RS00245	71	68	23	43	20	10	host	gene-AUO97_RS00245
gene-AUO97_RS02555	114	96	57	62	26	14	host	gene-AUO97_RS02555
gene-AUO97_RS02215	0	4	2	5	3	0	host	gene-AUO97_RS02215
gene-AUO97_RS13220	0	0	0	0	0	0	host	gene-AUO97_RS13220
gene-AUO97_RS08890	81	74	25	42	15	15	host	gene-AUO97_RS08890
gene-AUO97_RS01955	529	440	134	159	70	55	host	sppA
gene-AUO97_RS17620	954	804	292	357	171	104	host	gene-AUO97_RS17620
gene-AUO97_RS05375	43	42	20	19	10	10	host	gene-AUO97_RS05375
gene-AUO97_RS10435	45	25	9	7	5	7	host	gene-AUO97_RS10435
gene-AUO97_RS13765	27	35	13	14	8	6	host	gene-AUO97_RS13765
gene-AUO97_RS02520	1003	808	306	323	187	140	host	sdhD
gene-AUO97_RS00215	2420	1694	478	532	317	201	host	rpoH
gene-AUO97_RS09940	933	712	215	283	140	78	host	ispG
gene-AUO97_RS02145	4	4	1	0	0	2	host	gene-AUO97_RS02145
gene-AUO97_RS19390	0	1	0	0	0	0	host	gene-AUO97_RS19390
gene-AUO97_RS11050	4177	3550	2011	2976	1054	891	host	gene-AUO97_RS11050
gene-AUO97_RS13230	0	0	0	0	0	1	host	gene-AUO97_RS13230
gene-AUO97_RS01855	33	45	12	12	6	7	host	gene-AUO97_RS01855
gene-AUO97_RS04970	74	60	20	28	8	17	host	gene-AUO97_RS04970
gene-AUO97_RS13815	96	74	31	31	17	13	host	mumR
gene-AUO97_RS11055	9709	7519	3349	3642	2155	1580	host	gene-AUO97_RS11055
gene-M172_gp25	77621	89357	256409	327889	216839	168252	phage	gene-M172_gp25
gene-AUO97_RS02385	152	98	15	27	17	8	host	gene-AUO97_RS02385
gene-AUO97_RS06235	34	27	6	10	3	4	host	gene-AUO97_RS06235
gene-AUO97_RS19835	0	0	0	0	0	0	host	gene-AUO97_RS19835
gene-AUO97_RS01770	0	0	0	0	0	0	host	gene-AUO97_RS01770
gene-AUO97_RS17150	6	6	1	1	2	0	host	gene-AUO97_RS17150
gene-AUO97_RS00815	44	30	15	16	4	6	host	basD
gene-AUO97_RS18285	0	1	0	0	0	0	host	gene-AUO97_RS18285
gene-AUO97_RS09340	102	85	42	41	20	16	host	gene-AUO97_RS09340
gene-AUO97_RS00020	147	91	91	104	20	16	host	gene-AUO97_RS00020
gene-AUO97_RS04185	14	8	4	9	2	1	host	gene-AUO97_RS04185
gene-AUO97_RS10640	18	22	10	4	3	7	host	gene-AUO97_RS10640
gene-AUO97_RS08600	400	367	81	122	47	41	host	lptG
gene-AUO97_RS18690	891	732	439	593	215	164	host	miaA
gene-AUO97_RS06775	0	0	0	0	0	0	host	gene-AUO97_RS06775
gene-AUO97_RS00775	34	21	4	15	5	5	host	basJ
gene-AUO97_RS10660	195	117	37	58	41	21	host	gene-AUO97_RS10660
gene-AUO97_RS11690	84	69	36	45	25	14	host	gene-AUO97_RS11690
gene-AUO97_RS01240	1326	1122	290	293	146	132	host	gene-AUO97_RS01240
gene-AUO97_RS06565	325	265	110	143	66	51	host	gene-AUO97_RS06565
gene-AUO97_RS07070	30	22	6	6	4	10	host	ssuD
gene-AUO97_RS16050	90	67	29	31	15	7	host	gene-AUO97_RS16050
gene-AUO97_RS04000	120	70	35	25	20	8	host	gene-AUO97_RS04000
gene-AUO97_RS13555	23	26	13	29	13	16	host	gene-AUO97_RS13555
gene-AUO97_RS09905	106	80	39	54	19	9	host	gene-AUO97_RS09905
gene-AUO97_RS12745	0	0	0	0	0	0	host	gene-AUO97_RS12745
gene-AUO97_RS16355	21	16	2	5	2	0	host	gene-AUO97_RS16355
gene-AUO97_RS08660	899	699	327	339	193	139	host	gene-AUO97_RS08660
gene-AUO97_RS11950	10	11	11	10	7	4	host	gene-AUO97_RS11950
gene-AUO97_RS01315	139	115	26	31	12	15	host	gene-AUO97_RS01315
gene-AUO97_RS03380	96	77	30	50	11	17	host	gene-AUO97_RS03380
gene-AUO97_RS16785	4	0	2	2	2	0	host	denD
gene-AUO97_RS10055	319	258	47	61	39	27	host	gene-AUO97_RS10055
gene-AUO97_RS18550	21	28	8	6	7	1	host	gene-AUO97_RS18550
gene-AUO97_RS07745	0	0	0	0	0	1	host	gene-AUO97_RS07745
gene-AUO97_RS03120	366	294	131	145	47	39	host	gene-AUO97_RS03120
gene-AUO97_RS05880	0	0	0	0	0	0	host	gene-AUO97_RS05880
gene-AUO97_RS18230	0	0	0	0	0	0	host	gene-AUO97_RS18230
gene-AUO97_RS18385	205	196	69	63	34	27	host	amvA
gene-AUO97_RS04805	3176	2661	1038	1273	622	494	host	rplS
gene-AUO97_RS12500	3661	2224	775	892	544	405	host	gene-AUO97_RS12500
gene-AUO97_RS02280	7324	5163	1798	1957	1274	832	host	groL
gene-AUO97_RS10110	162	163	43	78	41	46	host	gene-AUO97_RS10110
gene-AUO97_RS10770	203	187	49	47	33	24	host	gene-AUO97_RS10770
gene-AUO97_RS11745	211	139	89	92	56	49	host	gene-AUO97_RS11745
gene-AUO97_RS01985	102	85	36	31	26	7	host	gene-AUO97_RS01985
gene-AUO97_RS13810	15	12	6	11	3	1	host	gene-AUO97_RS13810
gene-AUO97_RS07035	515	363	147	172	81	80	host	gene-AUO97_RS07035
gene-AUO97_RS00330	823	584	268	268	142	111	host	gene-AUO97_RS00330
gene-AUO97_RS02985	80	58	23	25	10	5	host	gene-AUO97_RS02985
gene-AUO97_RS01620	43	45	10	19	11	11	host	gene-AUO97_RS01620
gene-AUO97_RS04305	24923	20667	10004	12238	7699	5629	host	secY
gene-AUO97_RS19445	367	271	136	150	83	50	host	gene-AUO97_RS19445
gene-AUO97_RS04620	5	11	1	0	1	1	host	gene-AUO97_RS04620
gene-AUO97_RS05195	147	135	44	42	21	15	host	gene-AUO97_RS05195
gene-AUO97_RS05360	1	3	0	0	0	1	host	gene-AUO97_RS05360
gene-AUO97_RS17635	319	236	91	79	47	33	host	gene-AUO97_RS17635
gene-AUO97_RS12055	9	13	6	6	1	1	host	gene-AUO97_RS12055
gene-AUO97_RS15280	50	30	27	19	4	6	host	gene-AUO97_RS15280
gene-AUO97_RS14155	28	23	12	18	13	13	host	gene-AUO97_RS14155
gene-AUO97_RS04605	0	0	0	0	0	0	host	gene-AUO97_RS04605
gene-AUO97_RS13625	736	562	210	206	96	84	host	gene-AUO97_RS13625
gene-AUO97_RS07710	129	131	43	65	34	21	host	gene-AUO97_RS07710
gene-AUO97_RS02680	133	114	48	69	32	24	host	gene-AUO97_RS02680
gene-AUO97_RS14095	2506	2023	1155	1385	625	501	host	gene-AUO97_RS14095
gene-AUO97_RS01000	177	192	104	168	46	41	host	epmB
gene-AUO97_RS01280	153	107	20	14	23	17	host	gene-AUO97_RS01280
gene-AUO97_RS04300	5799	4781	2037	2476	1426	1057	host	rpmJ
gene-AUO97_RS09680	1109	705	220	243	158	107	host	gene-AUO97_RS09680
gene-AUO97_RS16870	0	0	0	0	0	0	host	gene-AUO97_RS16870
gene-AUO97_RS06610	65	58	26	45	13	15	host	gene-AUO97_RS06610
gene-AUO97_RS08710	11	11	4	5	0	0	host	gene-AUO97_RS08710
gene-AUO97_RS11140	107	72	45	55	30	19	host	gene-AUO97_RS11140
gene-AUO97_RS03650	459	328	50	62	22	10	host	gene-AUO97_RS03650
gene-AUO97_RS19120	67	58	11	23	6	10	host	yddG
gene-AUO97_RS09445	166	133	36	38	14	16	host	gene-AUO97_RS09445
gene-AUO97_RS19650	4	2	1	2	0	0	host	gene-AUO97_RS19650
gene-AUO97_RS06190	4	7	4	3	1	1	host	gene-AUO97_RS06190
gene-AUO97_RS12860	0	0	0	0	0	0	host	gene-AUO97_RS12860
gene-AUO97_RS01845	311	220	52	61	45	24	host	ruvA
gene-AUO97_RS05025	598	549	305	405	126	116	host	gene-AUO97_RS05025
gene-AUO97_RS14905	30	17	10	17	2	1	host	gene-AUO97_RS14905
gene-AUO97_RS07830	0	0	0	0	0	0	host	gene-AUO97_RS07830
gene-AUO97_RS17940	32	10	5	6	3	2	host	gene-AUO97_RS17940
gene-AUO97_RS05060	22	21	6	15	2	4	host	gene-AUO97_RS05060
gene-AUO97_RS15875	1066	803	409	471	246	150	host	iscU
gene-AUO97_RS01665	28	14	4	5	2	2	host	gene-AUO97_RS01665
gene-AUO97_RS15750	9	8	2	1	4	3	host	gene-AUO97_RS15750
gene-AUO97_RS19200	218	189	48	61	27	28	host	csuC
gene-AUO97_RS00065	307	207	75	72	54	32	host	gene-AUO97_RS00065
gene-AUO97_RS17775	878	706	190	173	129	90	host	glnG
gene-AUO97_RS01470	113	105	34	32	21	17	host	gene-AUO97_RS01470
gene-AUO97_RS18885	190	148	66	70	31	13	host	prfA
gene-AUO97_RS18845	969	711	226	259	179	123	host	gene-AUO97_RS18845
gene-AUO97_RS09010	145	119	71	114	34	14	host	gene-AUO97_RS09010
gene-AUO97_RS16860	15	23	6	6	1	4	host	gene-AUO97_RS16860
gene-AUO97_RS02035	23	16	12	9	4	2	host	gene-AUO97_RS02035
gene-AUO97_RS19045	311	238	68	99	41	31	host	prmA
gene-AUO97_RS00725	72	54	21	21	12	14	host	xdhC
gene-AUO97_RS01570	61	55	9	19	15	4	host	cysW
gene-AUO97_RS05105	1031	895	921	1084	499	443	host	gene-AUO97_RS05105
gene-AUO97_RS11810	9	2	2	2	1	1	host	gene-AUO97_RS11810
gene-AUO97_RS14985	452	255	123	113	82	47	host	gene-AUO97_RS14985
gene-AUO97_RS13550	12	2	5	9	8	5	host	gene-AUO97_RS13550
gene-AUO97_RS12085	533	395	117	124	69	43	host	gene-AUO97_RS12085
gene-AUO97_RS13365	1257	1030	420	523	204	167	host	gene-AUO97_RS13365
gene-AUO97_RS01525	1185	939	349	461	210	136	host	gene-AUO97_RS01525
gene-AUO97_RS03510	1700	1325	470	561	263	188	host	glnE
gene-AUO97_RS10800	6	7	2	4	5	1	host	tcuA
gene-AUO97_RS16805	17	17	4	6	1	3	host	gene-AUO97_RS16805
gene-M172_gp05	134865	162515	135518	180333	64457	50812	phage	gene-M172_gp05
gene-AUO97_RS11910	249	200	101	101	57	27	host	gene-AUO97_RS11910_gene_pgaC
gene-AUO97_RS11925	11	22	6	7	3	5	host	pnuC
gene-AUO97_RS11605	123	102	40	17	18	7	host	gene-AUO97_RS11605
gene-AUO97_RS15330	116	104	47	50	14	17	host	gene-AUO97_RS15330
gene-AUO97_RS07820	40	36	25	33	12	7	host	dtd
gene-AUO97_RS07485	43	27	15	27	6	7	host	gene-AUO97_RS07485
gene-AUO97_RS12645	282	241	63	80	34	24	host	gene-AUO97_RS12645
gene-AUO97_RS12780	0	0	0	0	0	0	host	gene-AUO97_RS12780
gene-AUO97_RS06970	1033	685	230	219	107	78	host	gene-AUO97_RS06970
gene-AUO97_RS05320	25	22	11	13	1	7	host	gene-AUO97_RS05320
gene-AUO97_RS15870	694	482	215	246	177	93	host	iscA
gene-AUO97_RS09900	2572	2007	627	757	424	294	host	gene-AUO97_RS09900
gene-AUO97_RS13870	0	1	1	0	0	1	host	gene-AUO97_RS13870
gene-AUO97_RS16610	0	0	0	0	0	0	host	gene-AUO97_RS16610
gene-AUO97_RS11425	393	287	151	180	112	66	host	coaD
gene-AUO97_RS10045	117	89	26	30	22	5	host	gene-AUO97_RS10045
gene-AUO97_RS00695	161	160	72	80	37	23	host	gene-AUO97_RS00695
gene-AUO97_RS03360	226	206	67	93	28	16	host	gene-AUO97_RS03360
gene-AUO97_RS05475	55	54	24	22	15	4	host	gene-AUO97_RS05475
gene-AUO97_RS16895	0	0	0	0	0	0	host	gene-AUO97_RS16895
gene-AUO97_RS19055	357	268	99	100	41	35	host	fis
gene-AUO97_RS06360	190	131	48	63	22	22	host	gene-AUO97_RS06360
gene-AUO97_RS08220	0	0	0	0	0	0	host	gene-AUO97_RS08220
gene-AUO97_RS16555	0	0	0	0	0	0	host	gene-AUO97_RS16555
gene-AUO97_RS08975	350	280	120	168	86	70	host	lpxO
gene-AUO97_RS09465	112	79	35	48	20	17	host	gene-AUO97_RS09465
gene-AUO97_RS00710	354	264	77	83	46	38	host	trpD
gene-AUO97_RS01490	822	571	167	167	111	89	host	era
gene-AUO97_RS03370	37	21	2	5	4	3	host	gene-AUO97_RS03370
gene-AUO97_RS01415	234	145	29	41	11	9	host	gene-AUO97_RS01415
gene-AUO97_RS04040	39	43	12	19	7	4	host	gene-AUO97_RS04040
gene-AUO97_RS09500	81	72	19	27	11	5	host	gene-AUO97_RS09500
gene-AUO97_RS01635	93	98	52	55	14	21	host	gene-AUO97_RS01635
gene-AUO97_RS11000	1409	1065	459	461	299	206	host	nuoK
gene-AUO97_RS16315	26	17	4	5	2	1	host	gene-AUO97_RS16315
gene-AUO97_RS07250	103	74	60	57	37	21	host	gene-AUO97_RS07250
gene-AUO97_RS05835	11	6	1	10	2	2	host	hpxO
gene-AUO97_RS06845	1667	1341	591	694	332	233	host	gene-AUO97_RS06845
gene-AUO97_RS11845	170	149	66	65	39	23	host	betA
gene-AUO97_RS03920	125	117	62	63	10	9	host	gene-AUO97_RS03920
gene-M172_gp02	114060	129049	67982	82619	14848	12827	phage	gene-M172_gp02
gene-AUO97_RS04315	6595	5804	2602	3152	1784	1319	host	rpmD
gene-AUO97_RS05755	1	1	0	0	0	0	host	gene-AUO97_RS05755
gene-AUO97_RS03610	15	19	7	14	8	6	host	radC
gene-AUO97_RS16435	53	48	14	18	4	7	host	gene-AUO97_RS16435
gene-AUO97_RS19270	389	266	124	172	70	47	host	gene-AUO97_RS19270
gene-AUO97_RS16620	0	0	0	0	0	0	host	gene-AUO97_RS16620
gene-AUO97_RS11150	165	156	58	92	34	33	host	gene-AUO97_RS11150
gene-AUO97_RS18470	44	46	9	25	13	11	host	gene-AUO97_RS18470
gene-AUO97_RS19360	0	0	0	0	0	0	host	gene-AUO97_RS19360
gene-AUO97_RS09155	320	266	104	65	51	38	host	gene-AUO97_RS09155
gene-AUO97_RS03280	93	86	26	45	9	9	host	gene-AUO97_RS03280
gene-AUO97_RS10455	3399	2811	1641	1984	900	690	host	gene-AUO97_RS10455
gene-AUO97_RS19780	865	697	240	203	87	53	host	gene-AUO97_RS19780
gene-AUO97_RS12720	0	0	0	0	0	0	host	gene-AUO97_RS12720_gene_astA
gene-AUO97_RS01425	47	35	17	25	10	10	host	gene-AUO97_RS01425
gene-AUO97_RS09325	26	21	8	11	2	6	host	gene-AUO97_RS09325
gene-AUO97_RS16425	593	503	281	298	108	75	host	gene-AUO97_RS16425
gene-AUO97_RS03960	333	240	117	96	62	38	host	gene-AUO97_RS03960
gene-AUO97_RS13970	974	747	271	360	234	155	host	tssC
gene-AUO97_RS02110	204	115	32	36	22	14	host	fdhD
gene-AUO97_RS13290	1699	1165	450	521	301	243	host	gene-AUO97_RS13290
gene-AUO97_RS04965	4	2	4	0	1	1	host	gene-AUO97_RS04965
gene-AUO97_RS17755	825	556	215	218	141	96	host	frr
gene-AUO97_RS03490	167	126	38	38	22	21	host	gene-AUO97_RS03490
gene-AUO97_RS19230	7	4	4	3	0	1	host	gene-AUO97_RS19230
gene-AUO97_RS13695	168	144	40	46	20	14	host	gene-AUO97_RS13695
gene-AUO97_RS16585	155	109	22	33	10	10	host	gene-AUO97_RS16585
gene-AUO97_RS17325	2063	1558	593	766	415	282	host	gene-AUO97_RS17325
gene-AUO97_RS07850	266	170	82	123	61	33	host	gene-AUO97_RS07850
gene-AUO97_RS06625	14	10	1	7	3	0	host	gene-AUO97_RS06625
gene-AUO97_RS11595	3019	2285	742	1019	553	391	host	minD
gene-AUO97_RS09750	47	37	19	31	5	12	host	gene-AUO97_RS09750
gene-AUO97_RS03710	0	0	0	0	0	0	host	gene-AUO97_RS03710
gene-AUO97_RS06655	55	23	7	11	2	5	host	gene-AUO97_RS06655
gene-AUO97_RS09780	17	20	9	8	7	2	host	rdgB
gene-AUO97_RS01720	0	0	0	0	0	0	host	gene-AUO97_RS01720
gene-AUO97_RS00730	157	135	38	58	28	20	host	xdhB
gene-AUO97_RS18640	18	15	8	7	3	4	host	gene-AUO97_RS18640
gene-AUO97_RS17735	585	465	127	138	71	58	host	rseP
gene-AUO97_RS04895	99	62	26	46	17	16	host	gene-AUO97_RS04895
gene-AUO97_RS01460	14	12	7	5	4	7	host	gene-AUO97_RS01460
gene-AUO97_RS10345	200	139	39	43	32	23	host	folK
gene-AUO97_RS19460	253	198	61	79	40	23	host	gene-AUO97_RS19460
gene-AUO97_RS11375	1335	1031	605	712	351	256	host	ispE
gene-AUO97_RS06205	102	80	33	30	13	7	host	gene-AUO97_RS06205
gene-AUO97_RS18390	19	9	2	13	5	4	host	gene-AUO97_RS18390
gene-AUO97_RS19350	419	346	170	224	48	28	host	gene-AUO97_RS19350
gene-AUO97_RS07240	117	117	39	39	34	10	host	gene-AUO97_RS07240
gene-AUO97_RS09370	277	232	81	88	40	36	host	gene-AUO97_RS09370
gene-AUO97_RS18110	0	0	0	0	0	0	host	gene-AUO97_RS18110
gene-AUO97_RS16135	61	50	40	40	15	9	host	gene-AUO97_RS16135
gene-AUO97_RS08285	0	0	0	0	0	0	host	gene-AUO97_RS08285
gene-AUO97_RS10300	340	278	56	81	39	33	host	gene-AUO97_RS10300
gene-AUO97_RS17970	1	1	1	2	2	1	host	gene-AUO97_RS17970
gene-AUO97_RS10370	346	242	86	131	51	28	host	yjgA
gene-AUO97_RS03525	0	0	0	0	1	0	host	gene-AUO97_RS03525
gene-AUO97_RS15210	42	22	13	8	7	0	host	gene-AUO97_RS15210
gene-AUO97_RS12420	11	4	1	2	0	0	host	pepP
gene-AUO97_RS09060	87	76	20	35	15	13	host	gene-AUO97_RS09060
gene-AUO97_RS10355	447	329	128	142	65	41	host	panC
gene-AUO97_RS14935	29	23	2	8	7	1	host	gene-AUO97_RS14935
gene-AUO97_RS15755	5	2	5	1	2	1	host	gene-AUO97_RS15755
gene-AUO97_RS10740	398	322	142	208	98	79	host	nadA
gene-AUO97_RS07675	14	11	8	8	4	1	host	gene-AUO97_RS07675
gene-AUO97_RS18560	34	20	12	8	1	5	host	gene-AUO97_RS18560
gene-AUO97_RS14745	8	7	1	1	0	0	host	gene-AUO97_RS14745
gene-AUO97_RS08115	0	0	0	0	0	0	host	gene-AUO97_RS08115
gene-AUO97_RS19715	0	0	0	0	0	0	host	gene-AUO97_RS19715
gene-AUO97_RS15270	126	96	20	33	8	9	host	gene-AUO97_RS15270
gene-AUO97_RS08260	0	0	0	0	0	0	host	gene-AUO97_RS08260
gene-AUO97_RS16885	0	0	0	0	0	0	host	gene-AUO97_RS16885
gene-AUO97_RS19895	1	0	0	0	0	0	host	gene-AUO97_RS19895
gene-AUO97_RS07905	133	102	33	41	10	11	host	gene-AUO97_RS07905
gene-AUO97_RS13535	74	58	33	33	8	8	host	gene-AUO97_RS13535
gene-AUO97_RS18015	0	0	0	0	0	0	host	gene-AUO97_RS18015
gene-AUO97_RS11070	231	163	75	63	48	30	host	gene-AUO97_RS11070
gene-AUO97_RS00135	411	317	113	158	65	43	host	gene-AUO97_RS00135
gene-AUO97_RS13800	21	19	7	10	4	3	host	gene-AUO97_RS13800
gene-AUO97_RS00415	25	31	14	14	6	11	host	gene-AUO97_RS00415
gene-AUO97_RS03375	83	80	13	27	17	12	host	gene-AUO97_RS03375
gene-AUO97_RS16350	4	5	2	0	0	0	host	gene-AUO97_RS16350
gene-AUO97_RS16965	0	0	0	0	0	0	host	gene-AUO97_RS16965
gene-AUO97_RS17405	157	129	45	56	19	15	host	gene-AUO97_RS17405
gene-AUO97_RS10295	386	287	55	61	41	38	host	gene-AUO97_RS10295
gene-AUO97_RS15275	687	497	214	313	161	98	host	gene-AUO97_RS15275
gene-AUO97_RS16985	112	72	20	32	15	8	host	gene-AUO97_RS16985
gene-AUO97_RS01765	0	0	0	0	0	0	host	gene-AUO97_RS01765
gene-AUO97_RS16150	22	14	13	13	3	1	host	gene-AUO97_RS16150
gene-AUO97_RS17495	500	405	132	224	67	62	host	gene-AUO97_RS17495
gene-AUO97_RS10215	186	165	35	58	34	22	host	gene-AUO97_RS10215
gene-AUO97_RS12840	0	0	0	0	0	0	host	gene-AUO97_RS12840
gene-AUO97_RS02135	412	300	116	160	52	58	host	gene-AUO97_RS02135
gene-AUO97_RS08910	434	357	207	227	57	41	host	gene-AUO97_RS08910
gene-AUO97_RS00310	323	227	112	104	64	51	host	gene-AUO97_RS00310
gene-AUO97_RS09140	1194	965	233	277	177	116	host	gene-AUO97_RS09140
gene-AUO97_RS16390	990	898	186	218	83	63	host	gene-AUO97_RS16390
gene-AUO97_RS18515	465	399	129	173	63	54	host	gene-AUO97_RS18515
gene-AUO97_RS15440	90	79	17	26	18	5	host	gene-AUO97_RS15440
gene-AUO97_RS19315	0	0	0	0	0	0	host	gene-AUO97_RS19315
gene-AUO97_RS19220	11	15	5	4	0	0	host	gene-AUO97_RS19220
gene-AUO97_RS09935	802	581	200	235	129	92	host	gene-AUO97_RS09935
gene-AUO97_RS07375	401	317	259	310	139	93	host	erpA
gene-AUO97_RS09030	869	732	246	297	144	95	host	ruvX
gene-AUO97_RS13305	778	511	150	203	122	88	host	gene-AUO97_RS13305
gene-AUO97_RS08685	1198	1058	596	687	270	247	host	dksA
gene-AUO97_RS13390	1274	1093	197	235	87	61	host	gene-AUO97_RS13390
gene-AUO97_RS17395	373	298	134	165	74	44	host	argC
gene-AUO97_RS00550	326	241	98	114	31	31	host	gene-AUO97_RS00550_gene_map
gene-AUO97_RS08480	0	0	0	0	0	0	host	gene-AUO97_RS08480
gene-AUO97_RS12100	17	17	7	10	3	2	host	gene-AUO97_RS12100
gene-AUO97_RS09270	193	151	55	60	31	24	host	gspF
gene-AUO97_RS12130	169	138	46	54	29	19	host	gene-AUO97_RS12130
gene-AUO97_RS17200	19	37	3	5	3	3	host	gene-AUO97_RS17200
gene-AUO97_RS01795	0	0	0	0	0	0	host	dhbA
gene-AUO97_RS02015	83	53	9	7	5	4	host	gene-AUO97_RS02015
gene-AUO97_RS02980	18	17	2	16	1	4	host	gene-AUO97_RS02980
gene-AUO97_RS05275	1632	1366	463	621	247	200	host	gene-AUO97_RS05275
gene-AUO97_RS16735	5	0	1	0	1	1	host	gene-AUO97_RS16735
gene-AUO97_RS08225	0	0	0	0	0	0	host	gene-AUO97_RS08225
gene-AUO97_RS19205	65	61	6	19	11	2	host	csuB
